County,State,FIPS County Code,2016 Prescribing Rate
"Pettis, MO",MO,29159,79.2
"Phelps, MO",MO,29161,90.3
"Pike, MO",MO,29163,69.6
"Platte, MO",MO,29165,68.4
"Polk, MO",MO,29167,99.2
"Pulaski, MO",MO,29169,42.5
"Putnam, MO",MO,29171,57.9
"Ralls, MO",MO,29173,
"Randolph, MO",MO,29175,114.8
"Ray, MO",MO,29177,78
"Reynolds, MO",MO,29179,0.8
"Ripley, MO",MO,29181,145.5
"St. Charles, MO",MO,29183,75.2
"St. Clair, MO",MO,29185,2.4
"Ste. Genevieve, MO",MO,29186,45.9
"St. Francois, MO",MO,29187,171.5
"St. Louis, MO",MO,29189,69
"Saline, MO",MO,29195,88
"Schuyler, MO",MO,29197,0.2
"Scotland, MO",MO,29199,102.6
"Scott, MO",MO,29201,118.9
"Shannon, MO",MO,29203,43
"Shelby, MO",MO,29205,32.2
"Stoddard, MO",MO,29207,99.3
"Stone, MO",MO,29209,73.9
"Sullivan, MO",MO,29211,79.9
"Taney, MO",MO,29213,112.8
"Texas, MO",MO,29215,66.1
"Vernon, MO",MO,29217,85.3
"Warren, MO",MO,29219,60.7
"Washington, MO",MO,29221,41.6
"Wayne, MO",MO,29223,26.6
"Webster, MO",MO,29225,98.2
"Worth, MO",MO,29227,4.2
"Wright, MO",MO,29229,121.1
"St. Louis City, MO",MO,29510,54.1
"Adams, MS",MS,28001,158.2
"Alcorn, MS",MS,28003,175.7
"Amite, MS",MS,28005,48.4
"Attala, MS",MS,28007,116.6
"Benton, MS",MS,28009,67.4
"Bolivar, MS",MS,28011,87.6
"Calhoun, MS",MS,28013,79.8
"Carroll, MS",MS,28015,0.5
"Chickasaw, MS",MS,28017,86.8
"Choctaw, MS",MS,28019,58.7
"Claiborne, MS",MS,28021,78.8
"Clarke, MS",MS,28023,120.9
"Clay, MS",MS,28025,113.4
"Coahoma, MS",MS,28027,120.3
"Copiah, MS",MS,28029,101.6
"Covington, MS",MS,28031,113.6
"DeSoto, MS",MS,28033,100.5
"Forrest, MS",MS,28035,210
"Franklin, MS",MS,28037,72
"George, MS",MS,28039,158.9
"Greene, MS",MS,28041,57.9
"Grenada, MS",MS,28043,164.7
"Hancock, MS",MS,28045,89.2
"Harrison, MS",MS,28047,125.7
"Hinds, MS",MS,28049,72.2
"Holmes, MS",MS,28051,66.5
"Humphreys, MS",MS,28053,61.1
"Issaquena, MS",MS,28055,
"Itawamba, MS",MS,28057,122.3
"Jackson, MS",MS,28059,103.1
"Jasper, MS",MS,28061,38.7
"Jefferson, MS",MS,28063,0.2
"Jefferson Davis, MS",MS,28065,118.3
"Jones, MS",MS,28067,148.4
"Kemper, MS",MS,28069,39.7
"Lafayette, MS",MS,28071,71.2
"Lamar, MS",MS,28073,38.9
"Lauderdale, MS",MS,28075,157.7
"Lawrence, MS",MS,28077,118
"Leake, MS",MS,28079,92.4
"Lee, MS",MS,28081,124.9
"Leflore, MS",MS,28083,119.1
"Lincoln, MS",MS,28085,115.5
"Lowndes, MS",MS,28087,124.2
"Madison, MS",MS,28089,67.7
"Marion, MS",MS,28091,182.9
"Marshall, MS",MS,28093,48.7
"Monroe, MS",MS,28095,102.3
"Montgomery, MS",MS,28097,91.4
"Neshoba, MS",MS,28099,147.1
"Newton, MS",MS,28101,71.2
"Noxubee, MS",MS,28103,99.3
"Oktibbeha, MS",MS,28105,74.1
"Panola, MS",MS,28107,101.4
"Pearl River, MS",MS,28109,133.1
"Perry, MS",MS,28111,89
"Pike, MS",MS,28113,153.2
"Pontotoc, MS",MS,28115,98.5
"Prentiss, MS",MS,28117,107.4
"Quitman, MS",MS,28119,72.3
"Rankin, MS",MS,28121,101
"Scott, MS",MS,28123,92.5
"Sharkey, MS",MS,28125,99.8
"Simpson, MS",MS,28127,107.7
"Smith, MS",MS,28129,48.3
"Stone, MS",MS,28131,158.5
"Sunflower, MS",MS,28133,53.8
"Tallahatchie, MS",MS,28135,38.1
"Tate, MS",MS,28137,128.2
"Tippah, MS",MS,28139,106.3
"Tishomingo, MS",MS,28141,160.8
"Tunica, MS",MS,28143,37.5
"Union, MS",MS,28145,115.7
"Walthall, MS",MS,28147,67.6
"Warren, MS",MS,28149,105.9
"Washington, MS",MS,28151,104.3
"Wayne, MS",MS,28153,135.3
"Webster, MS",MS,28155,155
"Wilkinson, MS",MS,28157,92.2
"Winston, MS",MS,28159,116.5
"Yalobusha, MS",MS,28161,55
"Yazoo, MS",MS,28163,62.4
"Beaverhead, MT",MT,30001,86.2
"Big Horn, MT",MT,30003,1.2
"Blaine, MT",MT,30005,37.8
"Broadwater, MT",MT,30007,35.1
"Carbon, MT",MT,30009,26.4
"Carter, MT",MT,30011,
"Cascade, MT",MT,30013,97.2
"Chouteau, MT",MT,30015,33
"Custer, MT",MT,30017,105.1
"Daniels, MT",MT,30019,5.7
"Dawson, MT",MT,30021,86.2
"Deer Lodge, MT",MT,30023,96
"Fallon, MT",MT,30025,2.9
"Fergus, MT",MT,30027,79.6
"Flathead, MT",MT,30029,88.7
"Gallatin, MT",MT,30031,46.7
"Garfield, MT",MT,30033,
"Glacier, MT",MT,30035,31.3
"Golden Valley, MT",MT,30037,
"Granite, MT",MT,30039,
"Hill, MT",MT,30041,59.1
"Jefferson, MT",MT,30043,14
"Judith Basin, MT",MT,30045,
"Lake, MT",MT,30047,64.4
"Lewis and Clark, MT",MT,30049,71.7
"Liberty, MT",MT,30051,41
"Lincoln, MT",MT,30053,101.5
"McCone, MT",MT,30055,
"Madison, MT",MT,30057,29.6
"Meagher, MT",MT,30059,54.1
"Mineral, MT",MT,30061,50.5
"Missoula, MT",MT,30063,71.2
"Musselshell, MT",MT,30065,
"Park, MT",MT,30067,44.8
"Petroleum, MT",MT,30069,
"Phillips, MT",MT,30071,84.9
"Pondera, MT",MT,30073,67.8
"Powder River, MT",MT,30075,38.6
"Powell, MT",MT,30077,76
"Prairie, MT",MT,30079,
"Ravalli, MT",MT,30081,78.1
"Richland, MT",MT,30083,63.8
"Roosevelt, MT",MT,30085,27
"Rosebud, MT",MT,30087,38.8
"Sanders, MT",MT,30089,79.1
"Sheridan, MT",MT,30091,
"Silver Bow, MT",MT,30093,98.6
"Stillwater, MT",MT,30095,42.2
"Sweet Grass, MT",MT,30097,44.8
"Teton, MT",MT,30099,64.8
"Toole, MT",MT,30101,57.7
"Treasure, MT",MT,30103,
"Valley, MT",MT,30105,41.9
"Wheatland, MT",MT,30107,46.8
"Wibaux, MT",MT,30109,
"Yellowstone, MT",MT,30111,86.8
"Alamance, NC",NC,37001,82.9
"Alexander, NC",NC,37003,25.4
"Alleghany, NC",NC,37005,85.3
"Anson, NC",NC,37007,77.1
"Ashe, NC",NC,37009,103.3
"Avery, NC",NC,37011,82.9
"Beaufort, NC",NC,37013,141
"Bertie, NC",NC,37015,51.6
"Bladen, NC",NC,37017,114.3
"Brunswick, NC",NC,37019,110.7
"Buncombe, NC",NC,37021,80.8
"Burke, NC",NC,37023,151.5
"Cabarrus, NC",NC,37025,95.2
"Caldwell, NC",NC,37027,135.6
"Camden, NC",NC,37029,
"Carteret, NC",NC,37031,101.2
"Caswell, NC",NC,37033,12.6
"Catawba, NC",NC,37035,129.2
"Chatham, NC",NC,37037,43.4
"Cherokee, NC",NC,37039,125
"Chowan, NC",NC,37041,111.5
"Clay, NC",NC,37043,120.2
"Cleveland, NC",NC,37045,128
"Columbus, NC",NC,37047,177.8
"Craven, NC",NC,37049,110.8
"Cumberland, NC",NC,37051,86
"Currituck, NC",NC,37053,19
"Dare, NC",NC,37055,107.6
"Davidson, NC",NC,37057,80.4
"Davie, NC",NC,37059,95.5
"Duplin, NC",NC,37061,78.1
"Durham, NC",NC,37063,49.1
"Edgecombe, NC",NC,37065,78.2
"Forsyth, NC",NC,37067,76
"Franklin, NC",NC,37069,56.6
"Gaston, NC",NC,37071,119
"Gates, NC",NC,37073,2.3
"Graham, NC",NC,37075,101.8
"Granville, NC",NC,37077,79.7
"Greene, NC",NC,37079,28.2
"Guilford, NC",NC,37081,74.5
"Halifax, NC",NC,37083,116
"Harnett, NC",NC,37085,79.8
"Haywood, NC",NC,37087,102.7
"Henderson, NC",NC,37089,84.2
"Hertford, NC",NC,37091,136.4
"Hoke, NC",NC,37093,61.2
"Hyde, NC",NC,37095,64.1
"Iredell, NC",NC,37097,102
"Jackson, NC",NC,37099,91.7
"Johnston, NC",NC,37101,70.2
"Jones, NC",NC,37103,24.2
"Lee, NC",NC,37105,129.6
"Lenoir, NC",NC,37107,88.2
"Lincoln, NC",NC,37109,115.7
"McDowell, NC",NC,37111,87.4
"Macon, NC",NC,37113,91.1
"Madison, NC",NC,37115,58.8
"Martin, NC",NC,37117,102.1
"Mecklenburg, NC",NC,37119,54.4
"Mitchell, NC",NC,37121,150.3
"Montgomery, NC",NC,37123,65.3
"Moore, NC",NC,37125,127.3
"Nash, NC",NC,37127,92.3
"New Hanover, NC",NC,37129,102.7
"Northampton, NC",NC,37131,15.6
"Onslow, NC",NC,37133,76.9
"Orange, NC",NC,37135,42.1
"Pamlico, NC",NC,37137,86.9
"Pasquotank, NC",NC,37139,130.8
"Pender, NC",NC,37141,50.6
"Perquimans, NC",NC,37143,36.1
"Person, NC",NC,37145,104.6
"Pitt, NC",NC,37147,82.9
"Polk, NC",NC,37149,64.7
"Randolph, NC",NC,37151,71.5
"Richmond, NC",NC,37153,151.6
"Robeson, NC",NC,37155,129.7
"Rockingham, NC",NC,37157,131.9
"Rowan, NC",NC,37159,80.8
"Rutherford, NC",NC,37161,97.3
"Sampson, NC",NC,37163,87.2
"Scotland, NC",NC,37165,191.5
"Stanly, NC",NC,37167,111.1
"Stokes, NC",NC,37169,86.1
"Surry, NC",NC,37171,164
"Swain, NC",NC,37173,88.5
"Transylvania, NC",NC,37175,98.9
"Tyrrell, NC",NC,37177,88.8
"Union, NC",NC,37179,67.9
"Vance, NC",NC,37181,120.9
"Wake, NC",NC,37183,54.5
"Warren, NC",NC,37185,32.3
"Washington, NC",NC,37187,87.1
"Watauga, NC",NC,37189,76.8
"Wayne, NC",NC,37191,78.6
"Wilkes, NC",NC,37193,91.4
"Wilson, NC",NC,37195,90.7
"Yadkin, NC",NC,37197,69.3
"Yancey, NC",NC,37199,98.7
"Adams, ND",ND,38001,119.8
"Barnes, ND",ND,38003,63.6
"Benson, ND",ND,38005,6.9
"Billings, ND",ND,38007,
"Bottineau, ND",ND,38009,35.3
"Bowman, ND",ND,38011,55.2
"Burke, ND",ND,38013,
"Burleigh, ND",ND,38015,67.7
"Cass, ND",ND,38017,30.9
"Cavalier, ND",ND,38019,46.2
"Dickey, ND",ND,38021,66.3
"Divide, ND",ND,38023,0.2
"Dunn, ND",ND,38025,17
"Eddy, ND",ND,38027,81
"Emmons, ND",ND,38029,55.4
"Foster, ND",ND,38031,106.4
"Golden Valley, ND",ND,38033,
"Grand Forks, ND",ND,38035,58.4
"Grant, ND",ND,38037,0.5
"Griggs, ND",ND,38039,27.2
"Hettinger, ND",ND,38041,20.9
"Kidder, ND",ND,38043,33.3
"LaMoure, ND",ND,38045,38.5
"Logan, ND",ND,38047,0.4
"McHenry, ND",ND,38049,17.9
"McIntosh, ND",ND,38051,42.3
"McKenzie, ND",ND,38053,33.5
"McLean, ND",ND,38055,41.3
"Mercer, ND",ND,38057,68.1
"Morton, ND",ND,38059,41.8
"Mountrail, ND",ND,38061,10.9
"Nelson, ND",ND,38063,32.7
"Oliver, ND",ND,38065,
"Pembina, ND",ND,38067,54.1
"Pierce, ND",ND,38069,58.7
"Ramsey, ND",ND,38071,120.4
"Ransom, ND",ND,38073,54.2
"Renville, ND",ND,38075,27.2
"Richland, ND",ND,38077,34.7
"Rolette, ND",ND,38079,4.2
"Sargent, ND",ND,38081,0.1
"Sheridan, ND",ND,38083,
"Sioux, ND",ND,38085,
"Slope, ND",ND,38087,
"Stark, ND",ND,38089,67
"Steele, ND",ND,38091,
"Stutsman, ND",ND,38093,74.7
"Towner, ND",ND,38095,0.5
"Traill, ND",ND,38097,27.1
"Walsh, ND",ND,38099,43.9
"Ward, ND",ND,38101,60.8
"Wells, ND",ND,38103,77.9
"Williams, ND",ND,38105,59.7
"Adams, NE",NE,31001,77.8
"Antelope, NE",NE,31003,48.6
"Arthur, NE",NE,31005,
"Banner, NE",NE,31007,
"Blaine, NE",NE,31009,
"Boone, NE",NE,31011,2
"Box Butte, NE",NE,31013,101.7
"Boyd, NE",NE,31015,
"Brown, NE",NE,31017,55.5
"Buffalo, NE",NE,31019,73.9
"Burt, NE",NE,31021,20.8
"Butler, NE",NE,31023,65.6
"Cass, NE",NE,31025,25.9
"Cedar, NE",NE,31027,34.4
"Chase, NE",NE,31029,64.4
"Cherry, NE",NE,31031,91.3
"Cheyenne, NE",NE,31033,45.5
"Clay, NE",NE,31035,1
"Colfax, NE",NE,31037,0.5
"Cuming, NE",NE,31039,29.1
"Custer, NE",NE,31041,91.1
"Dakota, NE",NE,31043,73.2
"Dawes, NE",NE,31045,72.9
"Dawson, NE",NE,31047,56.3
"Deuel, NE",NE,31049,3.9
"Dixon, NE",NE,31051,12.7
"Dodge, NE",NE,31053,100.7
"Douglas, NE",NE,31055,64.5
"Dundy, NE",NE,31057,124.9
"Fillmore, NE",NE,31059,2.6
"Franklin, NE",NE,31061,
"Frontier, NE",NE,31063,
"Furnas, NE",NE,31065,2.9
"Gage, NE",NE,31067,62.2
"Garden, NE",NE,31069,117.3
"Garfield, NE",NE,31071,13.3
"Gosper, NE",NE,31073,
"Grant, NE",NE,31075,
"Greeley, NE",NE,31077,
"Hall, NE",NE,31079,77.5
"Hamilton, NE",NE,31081,65.2
"Harlan, NE",NE,31083,86
"Hayes, NE",NE,31085,
"Hitchcock, NE",NE,31087,
"Holt, NE",NE,31089,59.5
"Hooker, NE",NE,31091,
"Howard, NE",NE,31093,70.6
"Jefferson, NE",NE,31095,118
"Johnson, NE",NE,31097,46.1
"Kearney, NE",NE,31099,62.7
"Keith, NE",NE,31101,119.6
"Keya Paha, NE",NE,31103,
"Kimball, NE",NE,31105,2.9
"Knox, NE",NE,31107,27.7
"Lancaster, NE",NE,31109,62.9
"Lincoln, NE",NE,31111,95.9
"Logan, NE",NE,31113,
"Loup, NE",NE,31115,
"McPherson, NE",NE,31117,
"Madison, NE",NE,31119,89.1
"Merrick, NE",NE,31121,61.3
"Morrill, NE",NE,31123,60.4
"Nance, NE",NE,31125,44.6
"Nemaha, NE",NE,31127,93.9
"Nuckolls, NE",NE,31129,43.4
"Otoe, NE",NE,31131,86.9
"Pawnee, NE",NE,31133,70.9
"Perkins, NE",NE,31135,68
"Phelps, NE",NE,31137,114.5
"Pierce, NE",NE,31139,28.6
"Platte, NE",NE,31141,77.4
"Polk, NE",NE,31143,24.7
"Red Willow, NE",NE,31145,111.5
"Richardson, NE",NE,31147,51.6
"Rock, NE",NE,31149,
"Saline, NE",NE,31151,52.8
"Sarpy, NE",NE,31153,53.3
"Saunders, NE",NE,31155,31.6
"Scotts Bluff, NE",NE,31157,94.2
"Seward, NE",NE,31159,51.6
"Sheridan, NE",NE,31161,0.8
"Sherman, NE",NE,31163,2.1
"Sioux, NE",NE,31165,
"Stanton, NE",NE,31167,
"Thayer, NE",NE,31169,4.1
"Thomas, NE",NE,31171,
"Thurston, NE",NE,31173,1.6
"Valley, NE",NE,31175,7.2
"Washington, NE",NE,31177,58.3
"Wayne, NE",NE,31179,51.4
"Webster, NE",NE,31181,5.6
"Wheeler, NE",NE,31183,
"York, NE",NE,31185,99.8
"Belknap, NH",NH,33001,68.6
"Carroll, NH",NH,33003,75.1
"Cheshire, NH",NH,33005,65.1
"Coos, NH",NH,33007,70.8
"Grafton, NH",NH,33009,67.8
"Hillsborough, NH",NH,33011,54.6
"Merrimack, NH",NH,33013,73.7
"Rockingham, NH",NH,33015,63.1
"Strafford, NH",NH,33017,79.9
"Sullivan, NH",NH,33019,54.9
"Atlantic, NJ",NJ,34001,74.5
"Bergen, NJ",NJ,34003,42.5
"Burlington, NJ",NJ,34005,69
"Camden, NJ",NJ,34007,84.8
"Cape May, NJ",NJ,34009,88.2
"Cumberland, NJ",NJ,34011,91.7
"Essex, NJ",NJ,34013,39.6
"Gloucester, NJ",NJ,34015,78.6
"Hudson, NJ",NJ,34017,36.9
"Hunterdon, NJ",NJ,34019,42.8
"Mercer, NJ",NJ,34021,54.1
"Middlesex, NJ",NJ,34023,41.4
"Monmouth, NJ",NJ,34025,55.1
"Morris, NJ",NJ,34027,42.3
"Ocean, NJ",NJ,34029,66.5
"Passaic, NJ",NJ,34031,45.9
"Salem, NJ",NJ,34033,72
"Somerset, NJ",NJ,34035,37
"Sussex, NJ",NJ,34037,59.6
"Union, NJ",NJ,34039,40.8
"Warren, NJ",NJ,34041,70.6
"Bernalillo, NM",NM,35001,68.7
"Catron, NM",NM,35003,
"Chaves, NM",NM,35005,81.2
"Cibola, NM",NM,35006,39.9
"Colfax, NM",NM,35007,69.9
"Curry, NM",NM,35009,63.6
"De Baca, NM",NM,35011,7.3
"Dona Ana, NM",NM,35013,46.8
"Eddy, NM",NM,35015,89.5
"Grant, NM",NM,35017,83.8
"Guadalupe, NM",NM,35019,7
"Harding, NM",NM,35021,
"Hidalgo, NM",NM,35023,
"Lea, NM",NM,35025,72.2
"Lincoln, NM",NM,35027,92.6
"Los Alamos, NM",NM,35028,70.6
"Luna, NM",NM,35029,72.8
"McKinley, NM",NM,35031,22.6
"Mora, NM",NM,35033,
"Otero, NM",NM,35035,55.9
"Quay, NM",NM,35037,86.8
"Rio Arriba, NM",NM,35039,83
"Roosevelt, NM",NM,35041,27
"Sandoval, NM",NM,35043,54.6
"San Juan, NM",NM,35045,67.9
"San Miguel, NM",NM,35047,68.8
"Santa Fe, NM",NM,35049,82
"Sierra, NM",NM,35051,91.6
"Socorro, NM",NM,35053,59.3
"Taos, NM",NM,35055,85.8
"Torrance, NM",NM,35057,26
"Union, NM",NM,35059,44.7
"Valencia, NM",NM,35061,79.6
"Churchill, NV",NV,32001,108
"Clark, NV",NV,32003,77.5
"Douglas, NV",NV,32005,104.4
"Elko, NV",NV,32007,64
"Esmeralda, NV",NV,32009,
"Eureka, NV",NV,32011,
"Humboldt, NV",NV,32013,78.8
"Lander, NV",NV,32015,0.3
"Lincoln, NV",NV,32017,85.6
"Lyon, NV",NV,32019,92.4
"Mineral, NV",NV,32021,120.5
"Nye, NV",NV,32023,137
"Pershing, NV",NV,32027,38.9
"Storey, NV",NV,32029,
"Washoe, NV",NV,32031,83.4
"White Pine, NV",NV,32033,101.3
"Carson City, NV",NV,32510,130.1
"Albany, NY",NY,36001,46.6
"Allegany, NY",NY,36003,58.8
"Bronx, NY",NY,36005,30.7
"Broome, NY",NY,36007,69.6
"Cattaraugus, NY",NY,36009,73.4
"Cayuga, NY",NY,36011,49.3
"Chautauqua, NY",NY,36013,72.6
"Chemung, NY",NY,36015,84.6
"Chenango, NY",NY,36017,52.6
"Clinton, NY",NY,36019,76.9
"Columbia, NY",NY,36021,61.5
"Cortland, NY",NY,36023,59.4
"Delaware, NY",NY,36025,66.3
"Dutchess, NY",NY,36027,55.6
"Erie, NY",NY,36029,67
"Essex, NY",NY,36031,46.8
"Franklin, NY",NY,36033,67.7
"Fulton, NY",NY,36035,69.1
"Genesee, NY",NY,36037,54.9
"Greene, NY",NY,36039,64.6
"Hamilton, NY",NY,36041,
"Herkimer, NY",NY,36043,49.9
"Jefferson, NY",NY,36045,59.4
"Kings, NY",NY,36047,23.3
"Lewis, NY",NY,36049,41
"Livingston, NY",NY,36051,49.2
"Madison, NY",NY,36053,59.5
"Monroe, NY",NY,36055,49.1
"Montgomery, NY",NY,36057,81.5
"Nassau, NY",NY,36059,40.7
"New York, NY",NY,36061,39.3
"Niagara, NY",NY,36063,76.2
"Oneida, NY",NY,36065,61.8
"Onondaga, NY",NY,36067,55.8
"Ontario, NY",NY,36069,51.6
"Orange, NY",NY,36071,58.6
"Orleans, NY",NY,36073,49.9
"Oswego, NY",NY,36075,58
"Otsego, NY",NY,36077,56.5
"Putnam, NY",NY,36079,41
"Queens, NY",NY,36081,23.9
"Rensselaer, NY",NY,36083,57.6
"Richmond, NY",NY,36085,44.8
"Rockland, NY",NY,36087,34.6
"St. Lawrence, NY",NY,36089,69.9
"Saratoga, NY",NY,36091,51.1
"Schenectady, NY",NY,36093,53.5
"Schoharie, NY",NY,36095,47.7
"Schuyler, NY",NY,36097,57.9
"Seneca, NY",NY,36099,45.4
"Steuben, NY",NY,36101,67.2
"Suffolk, NY",NY,36103,51.3
"Sullivan, NY",NY,36105,70.2
"Tioga, NY",NY,36107,43.4
"Tompkins, NY",NY,36109,52.6
"Ulster, NY",NY,36111,67.6
"Warren, NY",NY,36113,82.9
"Washington, NY",NY,36115,66.2
"Wayne, NY",NY,36117,54.3
"Westchester, NY",NY,36119,35
"Wyoming, NY",NY,36121,51.5
"Yates, NY",NY,36123,33.5
"Adams, OH",OH,39001,83.9
"Allen, OH",OH,39003,89.8
"Ashland, OH",OH,39005,45.1
"Ashtabula, OH",OH,39007,67.6
"Athens, OH",OH,39009,83.2
"Auglaize, OH",OH,39011,50.1
"Belmont, OH",OH,39013,88.3
"Brown, OH",OH,39015,86.6
"Butler, OH",OH,39017,77
"Carroll, OH",OH,39019,41.7
"Champaign, OH",OH,39021,70.3
"Clark, OH",OH,39023,104.5
"Clermont, OH",OH,39025,82.3
"Clinton, OH",OH,39027,102.8
"Columbiana, OH",OH,39029,84.2
"Coshocton, OH",OH,39031,80.7
"Crawford, OH",OH,39033,87.5
"Cuyahoga, OH",OH,39035,61.3
"Darke, OH",OH,39037,52.1
"Defiance, OH",OH,39039,80.2
"Delaware, OH",OH,39041,54.6
"Erie, OH",OH,39043,84.3
"Fairfield, OH",OH,39045,73.5
"Fayette, OH",OH,39047,99.2
"Franklin, OH",OH,39049,72
"Fulton, OH",OH,39051,74.7
"Gallia, OH",OH,39053,87.5
"Geauga, OH",OH,39055,54.8
"Greene, OH",OH,39057,74.4
"Guernsey, OH",OH,39059,97.3
"Hamilton, OH",OH,39061,72.2
"Hancock, OH",OH,39063,61.5
"Hardin, OH",OH,39065,69.2
"Harrison, OH",OH,39067,65.2
"Henry, OH",OH,39069,54.5
"Highland, OH",OH,39071,102.5
"Hocking, OH",OH,39073,94.2
"Holmes, OH",OH,39075,23.6
"Huron, OH",OH,39077,97
"Jackson, OH",OH,39079,133.8
"Jefferson, OH",OH,39081,111.9
"Knox, OH",OH,39083,54.1
"Lake, OH",OH,39085,74.8
"Lawrence, OH",OH,39087,82.6
"Licking, OH",OH,39089,65.8
"Logan, OH",OH,39091,83.5
"Lorain, OH",OH,39093,74
"Lucas, OH",OH,39095,98
"Madison, OH",OH,39097,73
"Mahoning, OH",OH,39099,93.5
"Marion, OH",OH,39101,102.8
"Medina, OH",OH,39103,61.3
"Meigs, OH",OH,39105,64.1
"Mercer, OH",OH,39107,48
"Miami, OH",OH,39109,68
"Monroe, OH",OH,39111,44.8
"Montgomery, OH",OH,39113,92.9
"Morgan, OH",OH,39115,42.3
"Morrow, OH",OH,39117,50.7
"Muskingum, OH",OH,39119,96.7
"Noble, OH",OH,39121,23.2
"Ottawa, OH",OH,39123,69.9
"Paulding, OH",OH,39125,37.7
"Perry, OH",OH,39127,81
"Pickaway, OH",OH,39129,71.3
"Pike, OH",OH,39131,105.7
"Portage, OH",OH,39133,61
"Preble, OH",OH,39135,66.9
"Putnam, OH",OH,39137,40.6
"Richland, OH",OH,39139,70.2
"Ross, OH",OH,39141,93.4
"Sandusky, OH",OH,39143,68.2
"Scioto, OH",OH,39145,105.5
"Seneca, OH",OH,39147,72.7
"Shelby, OH",OH,39149,71.4
"Stark, OH",OH,39151,92.6
"Summit, OH",OH,39153,76.6
"Trumbull, OH",OH,39155,94.8
"Tuscarawas, OH",OH,39157,75.1
"Union, OH",OH,39159,67.3
"Van Wert, OH",OH,39161,67.4
"Vinton, OH",OH,39163,4.9
"Warren, OH",OH,39165,64.1
"Washington, OH",OH,39167,119.9
"Wayne, OH",OH,39169,57
"Williams, OH",OH,39171,52.6
"Wood, OH",OH,39173,47.1
"Wyandot, OH",OH,39175,46.2
"Adair, OK",OK,40001,66.9
"Alfalfa, OK",OK,40003,0.4
"Atoka, OK",OK,40005,34.4
"Beaver, OK",OK,40007,
"Beckham, OK",OK,40009,123.3
"Blaine, OK",OK,40011,1.7
"Bryan, OK",OK,40013,145.8
"Caddo, OK",OK,40015,77.3
"Canadian, OK",OK,40017,87.5
"Carter, OK",OK,40019,165
"Cherokee, OK",OK,40021,103.8
"Choctaw, OK",OK,40023,35.3
"Cimarron, OK",OK,40025,54.2
"Cleveland, OK",OK,40027,79.1
"Coal, OK",OK,40029,95.3
"Comanche, OK",OK,40031,82.5
"Cotton, OK",OK,40033,1.2
"Craig, OK",OK,40035,105.7
"Creek, OK",OK,40037,110.7
"Custer, OK",OK,40039,104.4
"Delaware, OK",OK,40041,91.2
"Dewey, OK",OK,40043,17.3
"Ellis, OK",OK,40045,81.3
"Garfield, OK",OK,40047,97.4
"Garvin, OK",OK,40049,53.9
"Grady, OK",OK,40051,54
"Grant, OK",OK,40053,22.4
"Greer, OK",OK,40055,30
"Harmon, OK",OK,40057,186.9
"Harper, OK",OK,40059,1
"Haskell, OK",OK,40061,97.3
"Hughes, OK",OK,40063,34.7
"Jackson, OK",OK,40065,101.6
"Jefferson, OK",OK,40067,32.7
"Johnston, OK",OK,40069,2.4
"Kay, OK",OK,40071,90.5
"Kingfisher, OK",OK,40073,109.3
"Kiowa, OK",OK,40075,41.2
"Latimer, OK",OK,40077,74.8
"Le Flore, OK",OK,40079,89.4
"Lincoln, OK",OK,40081,20.8
"Logan, OK",OK,40083,50.9
"Love, OK",OK,40085,75.4
"McClain, OK",OK,40087,137.5
"McCurtain, OK",OK,40089,77.6
"McIntosh, OK",OK,40091,66.9
"Major, OK",OK,40093,1.1
"Marshall, OK",OK,40095,58.5
"Mayes, OK",OK,40097,101.5
"Murray, OK",OK,40099,154.3
"Muskogee, OK",OK,40101,122.9
"Noble, OK",OK,40103,13.4
"Nowata, OK",OK,40105,64.9
"Okfuskee, OK",OK,40107,1.3
"Oklahoma, OK",OK,40109,109.1
"Okmulgee, OK",OK,40111,97.1
"Osage, OK",OK,40113,12.4
"Ottawa, OK",OK,40115,88.9
"Pawnee, OK",OK,40117,100
"Payne, OK",OK,40119,102.3
"Pittsburg, OK",OK,40121,156.5
"Pontotoc, OK",OK,40123,116.5
"Pottawatomie, OK",OK,40125,128.4
"Pushmataha, OK",OK,40127,1.6
"Roger Mills, OK",OK,40129,0.7
"Rogers, OK",OK,40131,103.9
"Seminole, OK",OK,40133,65.4
"Sequoyah, OK",OK,40135,63.3
"Stephens, OK",OK,40137,132
"Texas, OK",OK,40139,40.1
"Tillman, OK",OK,40141,96.9
"Tulsa, OK",OK,40143,125.8
"Wagoner, OK",OK,40145,63.2
"Washington, OK",OK,40147,113.8
"Washita, OK",OK,40149,0.5
"Woods, OK",OK,40151,26.2
"Woodward, OK",OK,40153,105.6
"Baker, OR",OR,41001,129.8
"Benton, OR",OR,41003,46.5
"Clackamas, OR",OR,41005,74.4
"Clatsop, OR",OR,41007,107.6
"Columbia, OR",OR,41009,68.9
"Coos, OR",OR,41011,134.1
"Crook, OR",OR,41013,98.1
"Curry, OR",OR,41015,148.6
"Deschutes, OR",OR,41017,86.3
"Douglas, OR",OR,41019,101.4
"Gilliam, OR",OR,41021,101
"Grant, OR",OR,41023,2.8
"Harney, OR",OR,41025,101.2
"Hood River, OR",OR,41027,93.5
"Jackson, OR",OR,41029,106.5
"Jefferson, OR",OR,41031,58.7
"Josephine, OR",OR,41033,119.7
"Klamath, OR",OR,41035,83
