"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Webster Parish, LA"	"22119"	29	249137	11.6	7.8	16.7	0.0%
	"West Baton Rouge Parish, LA"	"22121"	26	157802	16.5	10.8	24.1	0.0%
	"Winn Parish, LA"	"22127"	11	88456	Unreliable	6.2	22.3	0.0%
	"Anne Arundel County, MD"	"24003"	201	1510802	13.3	11.5	15.1	0.1%
	"Baltimore County, MD"	"24005"	638	3654618	17.5	16.1	18.8	0.4%
	"Calvert County, MD"	"24009"	23	212367	10.8	6.9	16.3	0.0%
	"Cecil County, MD"	"24015"	10	107607	Unreliable	4.5	17.1	0.0%
	"Charles County, MD"	"24017"	77	985400	7.8	6.2	9.8	0.1%
	"Dorchester County, MD"	"24019"	21	164947	12.7	7.9	19.5	0.0%
	"Frederick County, MD"	"24021"	29	356221	8.1	5.5	11.7	0.0%
	"Harford County, MD"	"24025"	65	534274	12.2	9.4	15.5	0.0%
	"Howard County, MD"	"24027"	63	898928	7.0	5.4	9.0	0.0%
	"Montgomery County, MD"	"24031"	181	3118961	5.8	5.0	6.6	0.1%
	"Prince George's County, MD"	"24033"	1845	10276801	18.0	17.1	18.8	1.2%
	"St. Mary's County, MD"	"24037"	19	270461	Unreliable	4.2	11.0	0.0%
	"Somerset County, MD"	"24039"	10	199953	Unreliable	2.4	9.2	0.0%
	"Washington County, MD"	"24043"	20	258890	7.7	4.7	11.9	0.0%
	"Wicomico County, MD"	"24045"	76	427630	17.8	14.0	22.2	0.1%
	"Baltimore city, MD"	"24510"	3916	7372369	53.1	51.5	54.8	2.6%
	"Bristol County, MA"	"25005"	65	427258	15.2	11.7	19.4	0.0%
	"Essex County, MA"	"25009"	35	778953	4.5	3.1	6.2	0.0%
	"Hampden County, MA"	"25013"	122	901364	13.5	11.1	15.9	0.1%
	"Middlesex County, MA"	"25017"	61	1360859	4.5	3.4	5.8	0.0%
	"Norfolk County, MA"	"25021"	43	679430	6.3	4.6	8.5	0.0%
	"Plymouth County, MA"	"25023"	107	783725	13.7	11.1	16.2	0.1%
	"Suffolk County, MA"	"25025"	678	3373782	20.1	18.6	21.6	0.5%
	"Worcester County, MA"	"25027"	41	670651	6.1	4.4	8.3	0.0%
	"Berrien County, MI"	"26021"	72	465026	15.5	12.1	19.5	0.0%
	"Calhoun County, MI"	"26025"	66	299475	22.0	17.0	28.0	0.0%
	"Eaton County, MI"	"26045"	16	134162	Unreliable	6.8	19.4	0.0%
	"Genesee County, MI"	"26049"	699	1661456	42.1	39.0	45.2	0.5%
	"Ingham County, MI"	"26065"	95	667639	14.2	11.5	17.4	0.1%
	"Jackson County, MI"	"26075"	36	258363	13.9	9.8	19.3	0.0%
	"Kalamazoo County, MI"	"26077"	74	528007	14.0	11.0	17.6	0.0%
	"Kent County, MI"	"26081"	174	1174767	14.8	12.6	17.0	0.1%
	"Macomb County, MI"	"26099"	217	1134102	19.1	16.6	21.7	0.1%
	"Monroe County, MI"	"26115"	11	69385	Unreliable	7.9	28.4	0.0%
	"Muskegon County, MI"	"26121"	61	471937	12.9	9.9	16.6	0.0%
	"Oakland County, MI"	"26125"	438	2854608	15.3	13.9	16.8	0.3%
	"Saginaw County, MI"	"26145"	267	731879	36.5	32.1	40.9	0.2%
	"Washtenaw County, MI"	"26161"	95	837988	11.3	9.2	13.9	0.1%
	"Wayne County, MI"	"26163"	6162	14337079	43.0	41.9	44.1	4.1%
	"Anoka County, MN"	"27003"	19	251195	Unreliable	4.6	11.8	0.0%
	"Dakota County, MN"	"27037"	18	342314	Unreliable	3.1	8.3	0.0%
	"Hennepin County, MN"	"27053"	535	2533450	21.1	19.3	22.9	0.4%
	"Olmsted County, MN"	"27109"	11	123201	Unreliable	4.5	16.0	0.0%
	"Ramsey County, MN"	"27123"	165	1035286	15.9	13.5	18.4	0.1%
	"Adams County, MS"	"28001"	56	318055	17.6	13.3	22.9	0.0%
	"Alcorn County, MS"	"28003"	14	76622	Unreliable	10.0	30.7	0.0%
	"Amite County, MS"	"28005"	20	99589	20.1	12.3	31.0	0.0%
	"Attala County, MS"	"28007"	37	145527	25.4	17.9	35.0	0.0%
	"Benton County, MS"	"28009"	10	55862	Unreliable	8.6	32.9	0.0%
	"Bolivar County, MS"	"28011"	99	422055	23.5	19.1	28.6	0.1%
	"Chickasaw County, MS"	"28017"	14	139478	Unreliable	5.5	16.8	0.0%
	"Claiborne County, MS"	"28021"	32	155610	20.6	14.1	29.0	0.0%
	"Clarke County, MS"	"28023"	11	105698	Unreliable	5.2	18.6	0.0%
	"Clay County, MS"	"28025"	21	218685	9.6	5.9	14.7	0.0%
	"Coahoma County, MS"	"28027"	137	361332	37.9	31.6	44.3	0.1%
	"Copiah County, MS"	"28029"	39	269387	14.5	10.3	19.8	0.0%
	"Covington County, MS"	"28031"	17	125470	Unreliable	7.9	21.7	0.0%
	"DeSoto County, MS"	"28033"	56	536734	10.4	7.9	13.5	0.0%
	"Forrest County, MS"	"28035"	77	477335	16.1	12.7	20.2	0.1%
	"Grenada County, MS"	"28043"	58	167136	34.7	26.4	44.9	0.0%
	"Harrison County, MS"	"28047"	137	796008	17.2	14.3	20.1	0.1%
	"Hinds County, MS"	"28049"	851	2988181	28.5	26.6	30.4	0.6%
	"Holmes County, MS"	"28051"	67	290058	23.1	17.9	29.3	0.0%
	"Humphreys County, MS"	"28053"	36	130020	27.7	19.4	38.3	0.0%
	"Jackson County, MS"	"28059"	86	541640	15.9	12.7	19.6	0.1%
	"Jasper County, MS"	"28061"	30	165268	18.2	12.2	25.9	0.0%
	"Jefferson County, MS"	"28063"	18	128396	Unreliable	8.3	22.2	0.0%
	"Jefferson Davis County, MS"	"28065"	39	135254	28.8	20.5	39.4	0.0%
	"Jones County, MS"	"28067"	55	338626	16.2	12.2	21.1	0.0%
	"Kemper County, MS"	"28069"	17	111685	Unreliable	8.9	24.4	0.0%
	"Lafayette County, MS"	"28071"	18	200738	Unreliable	5.3	14.2	0.0%
	"Lamar County, MS"	"28073"	22	162880	13.5	8.5	20.4	0.0%
	"Lauderdale County, MS"	"28075"	106	592098	17.9	14.5	21.3	0.1%
	"Lawrence County, MS"	"28077"	13	74102	Unreliable	9.3	30.0	0.0%
	"Leake County, MS"	"28079"	31	165412	18.7	12.7	26.6	0.0%
	"Lee County, MS"	"28081"	42	397200	10.6	7.6	14.3	0.0%
	"Leflore County, MS"	"28083"	103	430677	23.9	19.3	28.5	0.1%
	"Lincoln County, MS"	"28085"	42	186433	22.5	16.2	30.5	0.0%
	"Lowndes County, MS"	"28087"	60	469092	12.8	9.8	16.5	0.0%
	"Madison County, MS"	"28089"	113	620215	18.2	14.9	21.6	0.1%
	"Marion County, MS"	"28091"	43	152322	28.2	20.4	38.0	0.0%
	"Marshall County, MS"	"28093"	51	320581	15.9	11.8	20.9	0.0%
	"Monroe County, MS"	"28095"	21	206571	10.2	6.3	15.5	0.0%
	"Montgomery County, MS"	"28097"	19	92182	Unreliable	12.4	32.2	0.0%
	"Neshoba County, MS"	"28099"	18	110347	Unreliable	9.7	25.8	0.0%
	"Newton County, MS"	"28101"	15	120013	Unreliable	7.0	20.6	0.0%
	"Noxubee County, MS"	"28103"	22	150139	14.7	9.2	22.2	0.0%
	"Oktibbeha County, MS"	"28105"	35	309734	11.3	7.9	15.7	0.0%
	"Panola County, MS"	"28107"	49	305707	16.0	11.9	21.2	0.0%
	"Pearl River County, MS"	"28109"	17	121782	Unreliable	8.1	22.4	0.0%
	"Pike County, MS"	"28113"	68	362617	18.8	14.6	23.8	0.0%
	"Quitman County, MS"	"28119"	25	109486	22.8	14.8	33.7	0.0%
	"Rankin County, MS"	"28121"	37	464879	8.0	5.6	11.0	0.0%
	"Scott County, MS"	"28123"	52	198271	26.2	19.6	34.4	0.0%
	"Sharkey County, MS"	"28125"	12	68407	Unreliable	9.1	30.6	0.0%
	"Simpson County, MS"	"28127"	20	174342	11.5	7.0	17.7	0.0%
	"Smith County, MS"	"28129"	10	69320	Unreliable	6.9	26.5	0.0%
	"Stone County, MS"	"28131"	10	58019	Unreliable	8.3	31.7	0.0%
	"Sunflower County, MS"	"28133"	68	399747	17.0	13.2	21.6	0.0%
	"Tallahatchie County, MS"	"28135"	26	157296	16.5	10.8	24.2	0.0%
	"Tate County, MS"	"28137"	18	153474	Unreliable	7.0	18.5	0.0%
	"Tunica County, MS"	"28143"	36	136670	26.3	18.4	36.5	0.0%
	"Walthall County, MS"	"28147"	21	122510	17.1	10.6	26.2	0.0%
	"Warren County, MS"	"28149"	80	406405	19.7	15.6	24.5	0.1%
	"Washington County, MS"	"28151"	197	673254	29.3	25.2	33.3	0.1%
	"Wayne County, MS"	"28153"	25	145909	17.1	11.1	25.3	0.0%
	"Wilkinson County, MS"	"28157"	26	124558	20.9	13.6	30.6	0.0%
	"Winston County, MS"	"28159"	18	156913	Unreliable	6.8	18.1	0.0%
	"Yalobusha County, MS"	"28161"	19	88951	Unreliable	12.9	33.4	0.0%
	"Yazoo County, MS"	"28163"	63	285290	22.1	17.0	28.3	0.0%
	"Boone County, MO"	"29019"	39	279459	14.0	9.9	19.1	0.0%
	"Buchanan County, MO"	"29021"	10	92445	Unreliable	5.2	19.9	0.0%
	"Cape Girardeau County, MO"	"29031"	19	95571	Unreliable	12.0	31.0	0.0%
	"Clay County, MO"	"29047"	29	198595	14.6	9.8	21.0	0.0%
	"Cole County, MO"	"29051"	20	154474	12.9	7.9	20.0	0.0%
	"Dunklin County, MO"	"29069"	11	58442	Unreliable	9.4	33.7	0.0%
	"Greene County, MO"	"29077"	29	162370	17.9	12.0	25.7	0.0%
	"Jackson County, MO"	"29095"	1381	2986371	46.2	43.8	48.7	0.9%
	"Mississippi County, MO"	"29133"	16	58817	Unreliable	15.5	44.2	0.0%
	"Pemiscot County, MO"	"29155"	18	91843	Unreliable	11.6	31.0	0.0%
	"Platte County, MO"	"29165"	11	89292	Unreliable	6.1	22.0	0.0%
	"St. Charles County, MO"	"29183"	29	263029	11.0	7.4	15.8	0.0%
	"St. Louis County, MO"	"29189"	1120	4097587	27.3	25.7	28.9	0.7%
	"Scott County, MO"	"29201"	26	83347	31.2	20.4	45.7	0.0%
	"St. Louis city, MO"	"29510"	1723	2980491	57.8	55.1	60.5	1.1%
	"Douglas County, NE"	"31055"	377	1131986	33.3	29.9	36.7	0.3%
	"Lancaster County, NE"	"31109"	17	206962	Unreliable	4.8	13.2	0.0%
	"Clark County, NV"	"32003"	819	3801446	21.5	20.1	23.0	0.5%
	"Washoe County, NV"	"32031"	30	215743	13.9	9.4	19.9	0.0%
	"Atlantic County, NJ"	"34001"	182	892399	20.4	17.4	23.4	0.1%
	"Bergen County, NJ"	"34003"	56	1072668	5.2	3.9	6.8	0.0%
	"Burlington County, NJ"	"34005"	104	1404393	7.4	6.0	8.8	0.1%
	"Camden County, NJ"	"34007"	524	1941118	27.0	24.7	29.3	0.3%
	"Cumberland County, NJ"	"34011"	96	625438	15.3	12.4	18.7	0.1%
	"Essex County, NJ"	"34013"	1907	6178439	30.9	29.5	32.3	1.3%
	"Gloucester County, NJ"	"34015"	46	531981	8.6	6.3	11.5	0.0%
	"Hudson County, NJ"	"34017"	286	1811711	15.8	14.0	17.6	0.2%
	"Mercer County, NJ"	"34021"	313	1404516	22.3	19.8	24.8	0.2%
	"Middlesex County, NJ"	"34023"	108	1564597	6.9	5.6	8.2	0.1%
	"Monmouth County, NJ"	"34025"	96	931791	10.3	8.3	12.6	0.1%
	"Ocean County, NJ"	"34029"	33	358370	9.2	6.3	12.9	0.0%
	"Passaic County, NJ"	"34031"	224	1395758	16.0	13.9	18.2	0.1%
	"Salem County, NJ"	"34033"	29	180824	16.0	10.7	23.0	0.0%
	"Somerset County, NJ"	"34035"	34	538261	6.3	4.4	8.8	0.0%
	"Union County, NJ"	"34039"	319	2246856	14.2	12.6	15.8	0.2%
	"Bernalillo County, NM"	"35001"	76	429589	17.7	13.9	22.1	0.1%
	"Lea County, NM"	"35025"	18	54401	Unreliable	19.6	52.3	0.0%
	"Albany County, NY"	"36001"	100	734157	13.6	11.0	16.3	0.1%
	"Bronx County, NY"	"36005"	1386	11201513	12.4	11.7	13.0	0.9%
	"Broome County, NY"	"36007"	28	190610	14.7	9.8	21.2	0.0%
	"Dutchess County, NY"	"36027"	71	580088	12.2	9.6	15.4	0.0%
	"Erie County, NY"	"36029"	742	2356681	31.5	29.2	33.8	0.5%
	"Kings County, NY"	"36047"	2821	17155107	16.4	15.8	17.1	1.9%
	"Monroe County, NY"	"36055"	541	2146653	25.2	23.1	27.3	0.4%
	"Nassau County, NY"	"36059"	271	2890874	9.4	8.3	10.5	0.2%
	"New York County, NY"	"36061"	618	5803334	10.6	9.8	11.5	0.4%
	"Niagara County, NY"	"36063"	51	282786	18.0	13.4	23.7	0.0%
	"Oneida County, NY"	"36065"	56	291736	19.2	14.5	24.9	0.0%
	"Onondaga County, NY"	"36067"	238	976787	24.4	21.3	27.5	0.2%
	"Orange County, NY"	"36071"	82	739897	11.1	8.8	13.8	0.1%
	"Queens County, NY"	"36081"	949	8855955	10.7	10.0	11.4	0.6%
	"Rensselaer County, NY"	"36083"	24	194781	12.3	7.9	18.3	0.0%
	"Richmond County, NY"	"36085"	157	966874	16.2	13.7	18.8	0.1%
	"Rockland County, NY"	"36087"	29	718040	4.0	2.7	5.8	0.0%
	"Schenectady County, NY"	"36093"	63	288794	21.8	16.8	27.9	0.0%
	"Suffolk County, NY"	"36103"	237	2217583	10.7	9.3	12.0	0.2%
	"Ulster County, NY"	"36111"	13	231138	Unreliable	3.0	9.6	0.0%
	"Westchester County, NY"	"36119"	240	2747491	8.7	7.6	9.8	0.2%
	"Alamance County, NC"	"37001"	67	514829	13.0	10.1	16.5	0.0%
	"Anson County, NC"	"37007"	46	231580	19.9	14.5	26.5	0.0%
	"Beaufort County, NC"	"37013"	26	228983	11.4	7.4	16.6	0.0%
	"Bertie County, NC"	"37015"	22	229410	9.6	6.0	14.5	0.0%
	"Bladen County, NC"	"37017"	38	223293	17.0	12.0	23.4	0.0%
	"Brunswick County, NC"	"37019"	36	222276	16.2	11.3	22.4	0.0%
	"Buncombe County, NC"	"37021"	54	300321	18.0	13.5	23.5	0.0%
	"Cabarrus County, NC"	"37025"	52	465112	11.2	8.3	14.7	0.0%
	"Caldwell County, NC"	"37027"	11	79369	Unreliable	6.9	24.8	0.0%
	"Catawba County, NC"	"37035"	52	243056	21.4	16.0	28.1	0.0%
	"Chatham County, NC"	"37037"	23	159827	14.4	9.1	21.6	0.0%
	"Chowan County, NC"	"37041"	14	94763	Unreliable	8.1	24.8	0.0%
	"Cleveland County, NC"	"37045"	95	371970	25.5	20.7	31.2	0.1%
	"Columbus County, NC"	"37047"	93	315753	29.5	23.8	36.1	0.1%
	"Craven County, NC"	"37049"	66	426082	15.5	12.0	19.7	0.0%
	"Cumberland County, NC"	"37051"	392	2172834	18.0	16.3	19.8	0.3%
	"Davidson County, NC"	"37057"	23	272305	8.4	5.4	12.7	0.0%
	"Duplin County, NC"	"37061"	33	274690	12.0	8.3	16.9	0.0%
	"Durham County, NC"	"37063"	382	1852008	20.6	18.6	22.7	0.3%
	"Edgecombe County, NC"	"37065"	106	583076	18.2	14.7	21.6	0.1%
	"Forsyth County, NC"	"37067"	214	1666216	12.8	11.1	14.6	0.1%
	"Franklin County, NC"	"37069"	28	290395	9.6	6.4	13.9	0.0%
	"Gaston County, NC"	"37071"	74	559861	13.2	10.4	16.6	0.0%
	"Granville County, NC"	"37077"	27	343042	7.9	5.2	11.5	0.0%
	"Greene County, NC"	"37079"	15	143894	Unreliable	5.8	17.2	0.0%
	"Guilford County, NC"	"37081"	403	2786990	14.5	13.0	15.9	0.3%
	"Halifax County, NC"	"37083"	83	533313	15.6	12.4	19.3	0.1%
	"Harnett County, NC"	"37085"	65	445299	14.6	11.3	18.6	0.0%
	"Henderson County, NC"	"37089"	11	64505	Unreliable	8.5	30.5	0.0%
	"Hertford County, NC"	"37091"	25	262999	9.5	6.2	14.0	0.0%
	"Hoke County, NC"	"37093"	42	286189	14.7	10.6	19.8	0.0%
	"Iredell County, NC"	"37097"	48	350220	13.7	10.1	18.2	0.0%
	"Johnston County, NC"	"37101"	59	458897	12.9	9.8	16.6	0.0%
	"Lee County, NC"	"37105"	69	205585	33.6	26.1	42.5	0.0%
	"Lenoir County, NC"	"37107"	75	439568	17.1	13.4	21.4	0.0%
	"Martin County, NC"	"37117"	29	196439	14.8	9.9	21.2	0.0%
	"Mecklenburg County, NC"	"37119"	873	4881525	17.9	16.7	19.1	0.6%
	"Montgomery County, NC"	"37123"	20	99633	20.1	12.3	31.0	0.0%
	"Moore County, NC"	"37125"	42	220162	19.1	13.7	25.8	0.0%
	"Nash County, NC"	"37127"	103	626269	16.4	13.3	19.6	0.1%
	"New Hanover County, NC"	"37129"	127	550084	23.1	19.1	27.1	0.1%
	"Northampton County, NC"	"37131"	34	231710	14.7	10.2	20.5	0.0%
	"Onslow County, NC"	"37133"	59	550904	10.7	8.2	13.8	0.0%
	"Orange County, NC"	"37135"	37	308151	12.0	8.5	16.6	0.0%
	"Pasquotank County, NC"	"37139"	26	271892	9.6	6.2	14.0	0.0%
	"Pender County, NC"	"37141"	19	176475	Unreliable	6.5	16.8	0.0%
	"Perquimans County, NC"	"37143"	10	59566	Unreliable	8.1	30.9	0.0%
	"Person County, NC"	"37145"	18	194096	Unreliable	5.5	14.7	0.0%
	"Pitt County, NC"	"37147"	141	992574	14.2	11.9	16.6	0.1%
	"Randolph County, NC"	"37151"	17	155563	Unreliable	6.4	17.5	0.0%
	"Richmond County, NC"	"37153"	50	262894	19.0	14.1	25.1	0.0%
	"Robeson County, NC"	"37155"	171	590768	28.9	24.6	33.3	0.1%
	"Rockingham County, NC"	"37157"	55	328788	16.7	12.6	21.8	0.0%
	"Rowan County, NC"	"37159"	80	405633	19.7	15.6	24.5	0.1%
	"Rutherford County, NC"	"37161"	16	129955	Unreliable	7.0	20.0	0.0%
	"Sampson County, NC"	"37163"	50	326084	15.3	11.4	20.2	0.0%
	"Scotland County, NC"	"37165"	64	251569	25.4	19.6	32.5	0.0%
	"Stanly County, NC"	"37167"	17	124713	Unreliable	7.9	21.8	0.0%
	"Union County, NC"	"37179"	53	401909	13.2	9.9	17.2	0.0%
	"Vance County, NC"	"37181"	95	405632	23.4	18.9	28.6	0.1%
	"Wake County, NC"	"37183"	293	3206509	9.1	8.1	10.2	0.2%
	"Warren County, NC"	"37185"	26	198964	13.1	8.5	19.1	0.0%
	"Washington County, NC"	"37187"	13	119103	Unreliable	5.8	18.7	0.0%
	"Wayne County, NC"	"37191"	146	715261	20.4	17.1	23.7	0.1%
	"Wilson County, NC"	"37195"	88	568379	15.5	12.4	19.1	0.1%
	"Allen County, OH"	"39003"	59	254333	23.2	17.7	29.9	0.0%
	"Ashtabula County, OH"	"39007"	13	75107	Unreliable	9.2	29.6	0.0%
	"Butler County, OH"	"39017"	51	484995	10.5	7.8	13.8	0.0%
	"Clark County, OH"	"39023"	66	248858	26.5	20.5	33.7	0.0%
	"Cuyahoga County, OH"	"39035"	1608	7088211	22.7	21.6	23.8	1.1%
	"Franklin County, OH"	"39049"	1132	4495511	25.2	23.7	26.6	0.8%
	"Greene County, OH"	"39057"	11	220737	Unreliable	2.5	8.9	0.0%
	"Hamilton County, OH"	"39061"	1047	3798535	27.6	25.9	29.2	0.7%
	"Jefferson County, OH"	"39081"	20	79498	25.2	15.4	38.9	0.0%
	"Lake County, OH"	"39085"	11	137689	Unreliable	4.0	14.3	0.0%
	"Licking County, OH"	"39089"	10	102395	Unreliable	4.7	18.0	0.0%
	"Lorain County, OH"	"39093"	79	517433	15.3	12.1	19.0	0.1%
	"Lucas County, OH"	"39095"	278	1577921	17.6	15.5	19.7	0.2%
	"Mahoning County, OH"	"39099"	370	733214	50.5	45.3	55.6	0.2%
	"Montgomery County, OH"	"39113"	609	2107323	28.9	26.6	31.2	0.4%
	"Muskingum County, OH"	"39119"	17	75793	Unreliable	13.1	35.9	0.0%
	"Portage County, OH"	"39133"	10	126275	Unreliable	3.8	14.6	0.0%
	"Richland County, OH"	"39139"	25	228712	10.9	7.1	16.1	0.0%
	"Stark County, OH"	"39151"	102	567589	18.0	14.5	21.5	0.1%
	"Summit County, OH"	"39153"	292	1454569	20.1	17.8	22.4	0.2%
	"Trumbull County, OH"	"39155"	99	340384	29.1	23.6	35.4	0.1%
	"Carter County, OK"	"40019"	19	68611	Unreliable	16.7	43.2	0.0%
	"Choctaw County, OK"	"40023"	11	32038	Unreliable	17.1	61.4	0.0%
	"Cleveland County, OK"	"40027"	15	223946	Unreliable	3.7	11.0	0.0%
	"Comanche County, OK"	"40031"	80	434113	18.4	14.6	22.9	0.1%
	"McCurtain County, OK"	"40089"	12	57425	Unreliable	10.8	36.5	0.0%
	"Muskogee County, OK"	"40101"	43	161470	26.6	19.3	35.9	0.0%
	"Oklahoma County, OK"	"40109"	531	2140719	24.8	22.7	26.9	0.4%
	"Okmulgee County, OK"	"40111"	12	72737	Unreliable	8.5	28.8	0.0%
	"Tulsa County, OK"	"40143"	443	1273887	34.8	31.5	38.0	0.3%
	"Wagoner County, OK"	"40145"	11	55465	Unreliable	9.9	35.5	0.0%
	"Multnomah County, OR"	"41051"	151	868685	17.4	14.6	20.2	0.1%
	"Allegheny County, PA"	"42003"	1277	3037643	42.0	39.7	44.3	0.8%
	"Beaver County, PA"	"42007"	60	209499	28.6	21.9	36.9	0.0%
	"Berks County, PA"	"42011"	83	446809	18.6	14.8	23.0	0.1%
	"Bucks County, PA"	"42017"	39	443426	8.8	6.3	12.0	0.0%
	"Cambria County, PA"	"42021"	25	98493	25.4	16.4	37.5	0.0%
	"Chester County, PA"	"42029"	52	583270	8.9	6.7	11.7	0.0%
	"Cumberland County, PA"	"42041"	10	147385	Unreliable	3.3	12.5	0.0%
	"Dauphin County, PA"	"42043"	193	917253	21.0	18.1	24.0	0.1%
	"Delaware County, PA"	"42045"	504	1913893	26.3	24.0	28.6	0.3%
	"Erie County, PA"	"42049"	63	384481	16.4	12.6	21.0	0.0%
	"Fayette County, PA"	"42051"	28	117995	23.7	15.8	34.3	0.0%
	"Lackawanna County, PA"	"42069"	10	105398	Unreliable	4.5	17.4	0.0%
	"Lancaster County, PA"	"42071"	51	414522	12.3	9.2	16.2	0.0%
	"Lawrence County, PA"	"42073"	29	72724	39.9	26.7	57.3	0.0%
	"Lehigh County, PA"	"42077"	79	444918	17.8	14.1	22.1	0.1%
	"Luzerne County, PA"	"42079"	41	210670	19.5	14.0	26.4	0.0%
	"Lycoming County, PA"	"42081"	18	105688	Unreliable	10.1	26.9	0.0%
	"Mercer County, PA"	"42085"	14	127597	Unreliable	6.0	18.4	0.0%
	"Monroe County, PA"	"42089"	30	370942	8.1	5.5	11.5	0.0%
	"Montgomery County, PA"	"42091"	124	1280465	9.7	8.0	11.4	0.1%
	"Northampton County, PA"	"42095"	33	279294	11.8	8.1	16.6	0.0%
	"Philadelphia County, PA"	"42101"	4566	12519379	36.5	35.4	37.5	3.0%
	"Washington County, PA"	"42125"	21	136570	15.4	9.5	23.5	0.0%
	"Westmoreland County, PA"	"42129"	23	170360	13.5	8.6	20.3	0.0%
	"York County, PA"	"42133"	88	442856	19.9	15.9	24.5	0.1%
	"Providence County, RI"	"44007"	129	1265668	10.2	8.4	12.0	0.1%
	"Abbeville County, SC"	"45001"	17	135285	Unreliable	7.3	20.1	0.0%
	"Aiken County, SC"	"45003"	101	716721	14.1	11.3	16.8	0.1%
	"Allendale County, SC"	"45005"	28	138202	20.3	13.5	29.3	0.0%
	"Anderson County, SC"	"45007"	124	549062	22.6	18.6	26.6	0.1%
	"Bamberg County, SC"	"45009"	22	179345	12.3	7.7	18.6	0.0%
	"Barnwell County, SC"	"45011"	34	180980	18.8	13.0	26.3	0.0%
	"Beaufort County, SC"	"45013"	94	583460	16.1	13.0	19.7	0.1%
	"Berkeley County, SC"	"45015"	112	808789	13.8	11.3	16.4	0.1%
	"Calhoun County, SC"	"45017"	13	122977	Unreliable	5.6	18.1	0.0%
	"Charleston County, SC"	"45019"	504	1955393	25.8	23.5	28.0	0.3%
	"Cherokee County, SC"	"45021"	26	205463	12.7	8.3	18.5	0.0%
	"Chester County, SC"	"45023"	38	229724	16.5	11.7	22.7	0.0%
	"Chesterfield County, SC"	"45025"	36	273133	13.2	9.2	18.2	0.0%
	"Clarendon County, SC"	"45027"	47	312487	15.0	11.1	20.0	0.0%
	"Colleton County, SC"	"45029"	67	280443	23.9	18.5	30.3	0.0%
	"Darlington County, SC"	"45031"	99	515339	19.2	15.6	23.4	0.1%
	"Dillon County, SC"	"45033"	53	263594	20.1	15.1	26.3	0.0%
	"Dorchester County, SC"	"45035"	79	593028	13.3	10.5	16.6	0.1%
	"Edgefield County, SC"	"45037"	16	184629	Unreliable	5.0	14.1	0.0%
	"Fairfield County, SC"	"45039"	31	252825	12.3	8.3	17.4	0.0%
	"Florence County, SC"	"45041"	126	994332	12.7	10.5	14.9	0.1%
	"Georgetown County, SC"	"45043"	41	373985	11.0	7.9	14.9	0.0%
	"Greenville County, SC"	"45045"	224	1465904	15.3	13.3	17.3	0.1%
	"Greenwood County, SC"	"45047"	55	395796	13.9	10.5	18.1	0.0%
	"Hampton County, SC"	"45049"	37	208195	17.8	12.5	24.5	0.0%
	"Horry County, SC"	"45051"	152	665720	22.8	19.2	26.5	0.1%
	"Jasper County, SC"	"45053"	51	209182	24.4	18.2	32.1	0.0%
	"Kershaw County, SC"	"45055"	40	274639	14.6	10.4	19.8	0.0%
	"Lancaster County, SC"	"45057"	72	327259	22.0	17.2	27.7	0.0%
	"Laurens County, SC"	"45059"	51	319894	15.9	11.9	21.0	0.0%
	"Lee County, SC"	"45061"	33	224011	14.7	10.1	20.7	0.0%
	"Lexington County, SC"	"45063"	76	662554	11.5	9.0	14.4	0.1%
	"Marion County, SC"	"45067"	57	342890	16.6	12.6	21.5	0.0%
	"Marlboro County, SC"	"45069"	57	264835	21.5	16.3	27.9	0.0%
	"Newberry County, SC"	"45071"	18	216296	Unreliable	4.9	13.2	0.0%
	"Orangeburg County, SC"	"45075"	183	1028115	17.8	15.2	20.4	0.1%
	"Pickens County, SC"	"45077"	16	148121	Unreliable	6.2	17.5	0.0%
	"Richland County, SC"	"45079"	511	3108654	16.4	15.0	17.9	0.3%
	"Saluda County, SC"	"45081"	15	98951	Unreliable	8.5	25.0	0.0%
	"Spartanburg County, SC"	"45083"	177	1055416	16.8	14.3	19.2	0.1%
	"Sumter County, SC"	"45085"	143	913758	15.6	13.1	18.2	0.1%
	"Union County, SC"	"45087"	19	166180	Unreliable	6.9	17.9	0.0%
	"Williamsburg County, SC"	"45089"	63	416363	15.1	11.6	19.4	0.0%
	"York County, SC"	"45091"	88	738476	11.9	9.6	14.7	0.1%
	"Minnehaha County, SD"	"46099"	10	113339	Unreliable	4.2	16.2	0.0%
	"Bedford County, TN"	"47003"	11	68312	Unreliable	8.0	28.8	0.0%
	"Blount County, TN"	"47009"	10	67170	Unreliable	7.1	27.4	0.0%
	"Davidson County, TN"	"47037"	813	3122313	26.0	24.2	27.8	0.5%
	"Dyer County, TN"	"47045"	20	97768	20.5	12.5	31.6	0.0%
	"Fayette County, TN"	"47047"	27	191408	14.1	9.3	20.5	0.0%
	"Gibson County, TN"	"47053"	33	171467	19.2	13.2	27.0	0.0%
	"Hamilton County, TN"	"47065"	292	1219972	23.9	21.2	26.7	0.2%
	"Hardeman County, TN"	"47069"	33	205302	16.1	11.1	22.6	0.0%
	"Haywood County, TN"	"47075"	24	174718	13.7	8.8	20.4	0.0%
