"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Cook County, GA"	"13075"	720	85418	842.9	781.3	904.5	0.0%
	"Coweta County, GA"	"13077"	2693	380234	708.2	681.5	735.0	0.1%
	"Crawford County, GA"	"13079"	484	53209	909.6	828.6	990.7	0.0%
	"Crisp County, GA"	"13081"	1672	180670	925.4	881.1	969.8	0.0%
	"Dade County, GA"	"13083"	33	3336	989.2	680.9	1389.2	0.0%
	"Dawson County, GA"	"13085"	11	3146	Unreliable	174.5	625.6	0.0%
	"Decatur County, GA"	"13087"	1954	206335	947.0	905.0	989.0	0.0%
	"DeKalb County, GA"	"13089"	35785	6940357	515.6	510.3	520.9	0.7%
	"Dodge County, GA"	"13091"	919	112739	815.2	762.5	867.9	0.0%
	"Dooly County, GA"	"13093"	915	122167	749.0	700.4	797.5	0.0%
	"Dougherty County, GA"	"13095"	8131	1111200	731.7	715.8	747.6	0.2%
	"Douglas County, GA"	"13097"	2748	779992	352.3	339.1	365.5	0.1%
	"Early County, GA"	"13099"	1085	101591	1068.0	1004.5	1131.6	0.0%
	"Echols County, GA"	"13101"	31	4183	741.1	503.5	1051.9	0.0%
	"Effingham County, GA"	"13103"	748	121295	616.7	572.5	660.9	0.0%
	"Elbert County, GA"	"13105"	1137	110671	1027.4	967.7	1087.1	0.0%
	"Emanuel County, GA"	"13107"	1318	135745	970.9	918.5	1023.4	0.0%
	"Evans County, GA"	"13109"	572	62499	915.2	840.2	990.2	0.0%
	"Fannin County, GA"	"13111"	41	2351	1743.9	1251.5	2365.8	0.0%
	"Fayette County, GA"	"13113"	1500	345130	434.6	412.6	456.6	0.0%
	"Floyd County, GA"	"13115"	2196	248536	883.6	846.6	920.5	0.0%
	"Forsyth County, GA"	"13117"	174	81292	214.0	182.2	245.8	0.0%
	"Franklin County, GA"	"13119"	386	36306	1063.2	957.1	1169.2	0.0%
	"Fulton County, GA"	"13121"	59087	7244552	815.6	809.0	822.2	1.1%
	"Gilmer County, GA"	"13123"	13	3999	Unreliable	173.1	555.9	0.0%
	"Glascock County, GA"	"13125"	75	4825	1554.4	1222.6	1948.5	0.0%
	"Glynn County, GA"	"13127"	3233	368613	877.1	846.8	907.3	0.1%
	"Gordon County, GA"	"13129"	298	40157	742.1	657.8	826.3	0.0%
	"Grady County, GA"	"13131"	1265	133506	947.5	895.3	999.7	0.0%
	"Greene County, GA"	"13133"	1104	112595	980.5	922.7	1038.3	0.0%
	"Gwinnett County, GA"	"13135"	8090	3085986	262.2	256.4	267.9	0.2%
	"Habersham County, GA"	"13137"	146	30993	471.1	394.7	547.5	0.0%
	"Hall County, GA"	"13139"	1600	244114	655.4	623.3	687.5	0.0%
	"Hancock County, GA"	"13141"	1241	128087	968.9	915.0	1022.8	0.0%
	"Haralson County, GA"	"13143"	262	27369	957.3	841.4	1073.2	0.0%
	"Harris County, GA"	"13145"	949	97510	973.2	911.3	1035.2	0.0%
	"Hart County, GA"	"13147"	705	85385	825.7	764.7	886.6	0.0%
	"Heard County, GA"	"13149"	241	22415	1075.2	939.4	1210.9	0.0%
	"Henry County, GA"	"13151"	4191	1076118	389.5	377.7	401.2	0.1%
	"Houston County, GA"	"13153"	3430	684366	501.2	484.4	518.0	0.1%
	"Irwin County, GA"	"13155"	469	46049	1018.5	926.3	1110.7	0.0%
	"Jackson County, GA"	"13157"	621	75458	823.0	758.2	887.7	0.0%
	"Jasper County, GA"	"13159"	542	55789	971.5	889.7	1053.3	0.0%
	"Jeff Davis County, GA"	"13161"	423	39392	1073.8	971.5	1176.2	0.0%
	"Jefferson County, GA"	"13163"	1922	167406	1148.1	1096.8	1199.4	0.0%
	"Jenkins County, GA"	"13165"	651	65142	999.4	922.6	1076.1	0.0%
	"Johnson County, GA"	"13167"	476	62322	763.8	695.2	832.4	0.0%
	"Jones County, GA"	"13169"	883	120040	735.6	687.1	784.1	0.0%
	"Lamar County, GA"	"13171"	850	98184	865.7	807.5	923.9	0.0%
	"Lanier County, GA"	"13173"	311	40148	774.6	688.5	860.7	0.0%
	"Laurens County, GA"	"13175"	2923	304783	959.0	924.3	993.8	0.1%
	"Lee County, GA"	"13177"	513	91146	562.8	514.1	611.5	0.0%
	"Liberty County, GA"	"13179"	2261	509973	443.4	425.1	461.6	0.0%
	"Lincoln County, GA"	"13181"	497	47764	1040.5	949.1	1132.0	0.0%
	"Long County, GA"	"13183"	292	64553	452.3	400.5	504.2	0.0%
	"Lowndes County, GA"	"13185"	4724	674723	700.1	680.2	720.1	0.1%
	"Lumpkin County, GA"	"13187"	47	8841	531.6	390.6	706.9	0.0%
	"McDuffie County, GA"	"13189"	1490	154452	964.7	915.7	1013.7	0.0%
	"McIntosh County, GA"	"13191"	689	85450	806.3	746.1	866.5	0.0%
	"Macon County, GA"	"13193"	1507	154767	973.7	924.6	1022.9	0.0%
	"Madison County, GA"	"13195"	407	43803	929.2	838.9	1019.4	0.0%
	"Marion County, GA"	"13197"	512	49564	1033.0	943.5	1122.5	0.0%
	"Meriwether County, GA"	"13199"	1631	162583	1003.2	954.5	1051.9	0.0%
	"Miller County, GA"	"13201"	367	31774	1155.0	1036.9	1273.2	0.0%
	"Mitchell County, GA"	"13205"	1745	204093	855.0	814.9	895.1	0.0%
	"Monroe County, GA"	"13207"	1101	114327	963.0	906.1	1019.9	0.0%
	"Montgomery County, GA"	"13209"	310	43850	707.0	628.3	785.7	0.0%
	"Morgan County, GA"	"13211"	808	78785	1025.6	954.9	1096.3	0.0%
	"Murray County, GA"	"13213"	31	8354	371.1	252.1	526.7	0.0%
	"Muscogee County, GA"	"13215"	13070	1598211	817.8	803.8	831.8	0.2%
	"Newton County, GA"	"13217"	3141	600644	522.9	504.7	541.2	0.1%
	"Oconee County, GA"	"13219"	232	31379	739.3	644.2	834.5	0.0%
	"Oglethorpe County, GA"	"13221"	455	47827	951.3	863.9	1038.8	0.0%
	"Paulding County, GA"	"13223"	975	348212	280.0	262.4	297.6	0.0%
	"Peach County, GA"	"13225"	1825	213257	855.8	816.5	895.0	0.0%
	"Pickens County, GA"	"13227"	65	7338	885.8	683.6	1129.0	0.0%
	"Pierce County, GA"	"13229"	325	31530	1030.8	918.7	1142.8	0.0%
	"Pike County, GA"	"13231"	423	36241	1167.2	1056.0	1278.4	0.0%
	"Polk County, GA"	"13233"	950	97441	974.9	913.0	1036.9	0.0%
	"Pulaski County, GA"	"13235"	621	64838	957.8	882.4	1033.1	0.0%
	"Putnam County, GA"	"13237"	920	104145	883.4	826.3	940.5	0.0%
	"Quitman County, GA"	"13239"	202	21648	933.1	804.4	1061.8	0.0%
	"Rabun County, GA"	"13241"	32	4129	775.0	530.1	1094.1	0.0%
	"Randolph County, GA"	"13243"	942	83978	1121.7	1050.1	1193.4	0.0%
	"Richmond County, GA"	"13245"	15394	1963416	784.0	771.7	796.4	0.3%
	"Rockdale County, GA"	"13247"	2434	582807	417.6	401.0	434.2	0.0%
	"Schley County, GA"	"13249"	219	20632	1061.5	920.9	1202.0	0.0%
	"Screven County, GA"	"13251"	1196	117328	1019.4	961.6	1077.1	0.0%
	"Seminole County, GA"	"13253"	574	55154	1040.7	955.6	1125.9	0.0%
	"Spalding County, GA"	"13255"	3004	369594	812.8	783.7	841.8	0.1%
	"Stephens County, GA"	"13257"	630	55785	1129.3	1041.1	1217.5	0.0%
	"Stewart County, GA"	"13259"	736	56874	1294.1	1200.6	1387.6	0.0%
	"Sumter County, GA"	"13261"	2561	302401	846.9	814.1	879.7	0.0%
	"Talbot County, GA"	"13263"	837	71642	1168.3	1089.2	1247.5	0.0%
	"Taliaferro County, GA"	"13265"	254	19824	1281.3	1123.7	1438.8	0.0%
	"Tattnall County, GA"	"13267"	858	130668	656.6	612.7	700.6	0.0%
	"Taylor County, GA"	"13269"	667	63569	1049.3	969.6	1128.9	0.0%
	"Telfair County, GA"	"13271"	797	101853	782.5	728.2	836.8	0.0%
	"Terrell County, GA"	"13273"	1124	109433	1027.1	967.1	1087.2	0.0%
	"Thomas County, GA"	"13275"	3018	300647	1003.8	968.0	1039.6	0.1%
	"Tift County, GA"	"13277"	1703	210218	810.1	771.6	848.6	0.0%
	"Toombs County, GA"	"13279"	1223	123466	990.6	935.0	1046.1	0.0%
	"Treutlen County, GA"	"13283"	359	40686	882.4	791.1	973.6	0.0%
	"Troup County, GA"	"13285"	3368	397714	846.8	818.2	875.4	0.1%
	"Turner County, GA"	"13287"	577	66530	867.3	796.5	938.0	0.0%
	"Twiggs County, GA"	"13289"	776	72590	1069.0	993.8	1144.2	0.0%
	"Union County, GA"	"13291"	13	2883	Unreliable	240.1	771.1	0.0%
	"Upson County, GA"	"13293"	1465	138702	1056.2	1002.1	1110.3	0.0%
	"Walker County, GA"	"13295"	451	53000	850.9	772.4	929.5	0.0%
	"Walton County, GA"	"13297"	1638	221583	739.2	703.4	775.0	0.0%
	"Ware County, GA"	"13299"	1802	188808	954.4	910.3	998.5	0.0%
	"Warren County, GA"	"13301"	745	65054	1145.2	1063.0	1227.4	0.0%
	"Washington County, GA"	"13303"	1877	202046	929.0	887.0	971.0	0.0%
	"Wayne County, GA"	"13305"	856	108061	792.1	739.1	845.2	0.0%
	"Webster County, GA"	"13307"	203	21145	960.0	828.0	1092.1	0.0%
	"Wheeler County, GA"	"13309"	263	46639	563.9	495.8	632.1	0.0%
	"White County, GA"	"13311"	77	10622	724.9	572.1	906.0	0.0%
	"Whitfield County, GA"	"13313"	534	76461	698.4	639.2	757.6	0.0%
	"Wilcox County, GA"	"13315"	486	58062	837.0	762.6	911.5	0.0%
	"Wilkes County, GA"	"13317"	1037	81946	1265.5	1188.4	1342.5	0.0%
	"Wilkinson County, GA"	"13319"	688	69875	984.6	911.0	1058.2	0.0%
	"Worth County, GA"	"13321"	933	113810	819.8	767.2	872.4	0.0%
	"Hawaii County, HI"	"15001"	153	41536	368.4	310.0	426.7	0.0%
	"Honolulu County, HI"	"15003"	1233	572629	215.3	203.3	227.3	0.0%
	"Kauai County, HI"	"15007"	40	12381	323.1	230.8	439.9	0.0%
	"Maui County, HI"	"15009"	101	31855	317.1	255.2	378.9	0.0%
	"Ada County, ID"	"16001"	181	93067	194.5	166.2	222.8	0.0%
	"Bannock County, ID"	"16005"	76	15152	501.6	395.2	627.8	0.0%
	"Bonneville County, ID"	"16019"	40	15718	254.5	181.8	346.5	0.0%
	"Canyon County, ID"	"16027"	58	28449	203.9	154.8	263.6	0.0%
	"Elmore County, ID"	"16039"	49	18130	270.3	199.9	357.3	0.0%
	"Kootenai County, ID"	"16055"	17	12493	Unreliable	79.3	217.9	0.0%
	"Twin Falls County, ID"	"16083"	17	9147	Unreliable	108.3	297.6	0.0%
	"Adams County, IL"	"17001"	308	48875	630.2	559.8	700.6	0.0%
	"Alexander County, IL"	"17003"	561	55195	1016.4	932.3	1100.5	0.0%
	"Bond County, IL"	"17005"	102	22596	451.4	363.8	539.0	0.0%
	"Boone County, IL"	"17007"	59	21669	272.3	207.3	351.2	0.0%
	"Brown County, IL"	"17009"	12	23445	Unreliable	26.4	89.4	0.0%
	"Bureau County, IL"	"17011"	15	5878	Unreliable	142.8	420.9	0.0%
	"Carroll County, IL"	"17015"	18	3127	Unreliable	341.2	909.7	0.0%
	"Champaign County, IL"	"17019"	2556	455306	561.4	539.6	583.1	0.0%
	"Christian County, IL"	"17021"	24	12628	190.1	121.8	282.8	0.0%
	"Clinton County, IL"	"17027"	84	26678	314.9	251.1	389.8	0.0%
	"Coles County, IL"	"17029"	102	37000	275.7	222.2	329.2	0.0%
	"Cook County, IL"	"17031"	226746	24504131	925.3	921.5	929.1	4.3%
	"Crawford County, IL"	"17033"	16	17903	Unreliable	51.1	145.1	0.0%
	"DeKalb County, IL"	"17037"	221	117776	187.6	162.9	212.4	0.0%
	"De Witt County, IL"	"17039"	11	2700	Unreliable	203.4	729.0	0.0%
	"Douglas County, IL"	"17041"	11	2445	Unreliable	224.6	805.0	0.0%
	"DuPage County, IL"	"17043"	2487	776068	320.5	307.9	333.1	0.0%
	"Edgar County, IL"	"17045"	15	3547	Unreliable	236.7	697.5	0.0%
	"Fayette County, IL"	"17051"	15	18627	Unreliable	45.1	132.8	0.0%
	"Franklin County, IL"	"17055"	10	3874	Unreliable	123.8	474.7	0.0%
	"Fulton County, IL"	"17057"	40	26102	153.2	109.5	208.7	0.0%
	"Grundy County, IL"	"17063"	18	10911	Unreliable	97.8	260.7	0.0%
	"Henry County, IL"	"17073"	95	17480	543.5	439.7	664.4	0.0%
	"Iroquois County, IL"	"17075"	75	6265	1197.1	941.6	1500.6	0.0%
	"Jackson County, IL"	"17077"	811	159206	509.4	474.3	544.5	0.0%
	"Jefferson County, IL"	"17081"	401	63501	631.5	569.7	693.3	0.0%
	"Johnson County, IL"	"17087"	23	24261	94.8	60.1	142.2	0.0%
	"Kane County, IL"	"17089"	2639	548624	481.0	462.7	499.4	0.0%
	"Kankakee County, IL"	"17091"	2479	317346	781.2	750.4	811.9	0.0%
	"Kendall County, IL"	"17093"	220	92241	238.5	207.0	270.0	0.0%
	"Knox County, IL"	"17095"	439	77370	567.4	514.3	620.5	0.0%
	"Lake County, IL"	"17097"	4975	937358	530.7	516.0	545.5	0.1%
	"LaSalle County, IL"	"17099"	141	45595	309.2	258.2	360.3	0.0%
	"Lawrence County, IL"	"17101"	62	22653	273.7	209.8	350.9	0.0%
	"Lee County, IL"	"17103"	156	33874	460.5	388.3	532.8	0.0%
	"Livingston County, IL"	"17105"	66	37248	177.2	137.0	225.4	0.0%
	"Logan County, IL"	"17107"	70	42881	163.2	127.3	206.2	0.0%
	"McDonough County, IL"	"17109"	57	29967	190.2	144.1	246.4	0.0%
	"McHenry County, IL"	"17111"	165	68540	240.7	204.0	277.5	0.0%
	"McLean County, IL"	"17113"	832	231554	359.3	334.9	383.7	0.0%
	"Macon County, IL"	"17115"	2372	334075	710.0	681.4	738.6	0.0%
	"Macoupin County, IL"	"17117"	66	9326	707.7	547.3	900.4	0.0%
	"Madison County, IL"	"17119"	3002	394588	760.8	733.6	788.0	0.1%
	"Marion County, IL"	"17121"	311	32480	957.5	851.1	1063.9	0.0%
	"Massac County, IL"	"17127"	204	17628	1157.2	998.4	1316.1	0.0%
	"Montgomery County, IL"	"17135"	50	19588	255.3	189.5	336.5	0.0%
	"Morgan County, IL"	"17137"	218	42422	513.9	445.7	582.1	0.0%
	"Moultrie County, IL"	"17139"	10	1325	Unreliable	361.9	1388.0	0.0%
	"Ogle County, IL"	"17141"	20	10603	188.6	115.2	291.3	0.0%
	"Peoria County, IL"	"17143"	3955	615735	642.3	622.3	662.3	0.1%
	"Perry County, IL"	"17145"	104	36444	285.4	230.5	340.2	0.0%
	"Pulaski County, IL"	"17153"	443	38322	1156.0	1048.3	1263.6	0.0%
	"Randolph County, IL"	"17157"	187	60639	308.4	264.2	352.6	0.0%
	"Rock Island County, IL"	"17161"	1578	255310	618.1	587.6	648.6	0.0%
	"St. Clair County, IL"	"17163"	12487	1451768	860.1	845.0	875.2	0.2%
	"Saline County, IL"	"17165"	221	21348	1035.2	898.7	1171.7	0.0%
	"Sangamon County, IL"	"17167"	2675	421886	634.1	610.0	658.1	0.1%
	"Stephenson County, IL"	"17177"	507	83390	608.0	555.1	660.9	0.0%
	"Tazewell County, IL"	"17179"	89	31709	280.7	225.4	345.4	0.0%
	"Union County, IL"	"17181"	45	4118	1092.8	797.1	1462.2	0.0%
	"Vermilion County, IL"	"17183"	1432	192670	743.2	704.7	781.7	0.0%
	"Warren County, IL"	"17187"	45	7961	565.3	412.3	756.4	0.0%
	"Washington County, IL"	"17189"	12	2259	Unreliable	274.5	927.9	0.0%
	"Whiteside County, IL"	"17195"	66	20212	326.5	252.5	415.4	0.0%
	"Will County, IL"	"17197"	5893	1303402	452.1	440.6	463.7	0.1%
	"Williamson County, IL"	"17199"	225	47097	477.7	415.3	540.2	0.0%
	"Winnebago County, IL"	"17201"	4268	659847	646.8	627.4	666.2	0.1%
	"Woodford County, IL"	"17203"	10	4918	Unreliable	97.5	373.9	0.0%
	"Allen County, IN"	"18003"	5119	804925	636.0	618.5	653.4	0.1%
	"Bartholomew County, IN"	"18005"	169	33638	502.4	426.7	578.2	0.0%
	"Boone County, IN"	"18011"	66	11970	551.4	426.4	701.5	0.0%
	"Cass County, IN"	"18017"	64	14484	441.9	340.3	564.3	0.0%
	"Clark County, IN"	"18019"	1116	149160	748.2	704.3	792.1	0.0%
	"Clay County, IN"	"18021"	22	3086	712.9	446.8	1079.3	0.0%
	"Clinton County, IN"	"18023"	14	3944	Unreliable	194.1	595.6	0.0%
	"Crawford County, IN"	"18025"	11	999	Unreliable	549.7	1970.2	0.0%
	"Daviess County, IN"	"18027"	37	5510	671.5	472.8	925.6	0.0%
	"Dearborn County, IN"	"18029"	46	7836	587.0	429.8	783.0	0.0%
	"Decatur County, IN"	"18031"	10	2096	Unreliable	228.8	877.4	0.0%
	"De Kalb County, IN"	"18033"	19	4644	Unreliable	246.3	638.9	0.0%
	"Delaware County, IN"	"18035"	1296	160244	808.8	764.7	852.8	0.0%
	"Dubois County, IN"	"18037"	10	4386	Unreliable	109.3	419.3	0.0%
	"Elkhart County, IN"	"18039"	1214	226292	536.5	506.3	566.7	0.0%
	"Fayette County, IN"	"18041"	90	8120	1108.4	891.3	1362.4	0.0%
	"Floyd County, IN"	"18043"	580	74932	774.0	711.0	837.0	0.0%
	"Fulton County, IN"	"18049"	30	4130	726.4	490.1	1037.0	0.0%
	"Gibson County, IN"	"18051"	114	15364	742.0	605.8	878.2	0.0%
	"Grant County, IN"	"18053"	825	101929	809.4	754.2	864.6	0.0%
	"Hamilton County, IN"	"18057"	433	163757	264.4	239.5	289.3	0.0%
	"Hancock County, IN"	"18059"	74	23349	316.9	248.9	397.9	0.0%
	"Harrison County, IN"	"18061"	41	4778	858.1	615.8	1164.1	0.0%
	"Hendricks County, IN"	"18063"	234	111947	209.0	182.2	235.8	0.0%
	"Henry County, IN"	"18065"	102	18710	545.2	439.4	651.0	0.0%
	"Howard County, IN"	"18067"	838	116181	721.3	672.5	770.1	0.0%
	"Huntington County, IN"	"18069"	12	4279	Unreliable	144.9	489.9	0.0%
	"Jackson County, IN"	"18071"	36	8009	449.5	314.8	622.3	0.0%
	"Jay County, IN"	"18075"	11	1803	Unreliable	304.6	1091.6	0.0%
	"Jefferson County, IN"	"18077"	96	12530	766.2	620.6	935.6	0.0%
	"Jennings County, IN"	"18079"	49	5491	892.4	660.2	1179.8	0.0%
	"Johnson County, IN"	"18081"	103	37605	273.9	221.0	326.8	0.0%
	"Knox County, IN"	"18083"	57	19552	291.5	220.8	377.7	0.0%
	"Kosciusko County, IN"	"18085"	52	15072	345.0	257.7	452.4	0.0%
	"Lake County, IN"	"18089"	22033	2313474	952.4	939.8	965.0	0.4%
	"La Porte County, IN"	"18091"	1347	228826	588.7	557.2	620.1	0.0%
	"Lawrence County, IN"	"18093"	36	5004	719.4	503.9	996.0	0.0%
	"Madison County, IN"	"18095"	1500	207431	723.1	686.5	759.7	0.0%
	"Marion County, IN"	"18097"	33634	4403844	763.7	755.6	771.9	0.6%
	"Marshall County, IN"	"18099"	24	7055	340.2	218.0	506.2	0.0%
	"Miami County, IN"	"18103"	102	30749	331.7	267.3	396.1	0.0%
	"Monroe County, IN"	"18105"	238	89884	264.8	231.1	298.4	0.0%
	"Montgomery County, IN"	"18107"	37	8454	437.7	308.2	603.3	0.0%
	"Morgan County, IN"	"18109"	22	5629	390.8	244.9	591.7	0.0%
	"Orange County, IN"	"18117"	23	4142	555.3	352.0	833.2	0.0%
	"Owen County, IN"	"18119"	12	2082	Unreliable	297.8	1006.8	0.0%
	"Parke County, IN"	"18121"	13	7856	Unreliable	88.1	283.0	0.0%
	"Porter County, IN"	"18127"	258	81408	316.9	278.2	355.6	0.0%
	"Posey County, IN"	"18129"	48	5946	807.3	595.2	1070.3	0.0%
	"Pulaski County, IN"	"18131"	14	2163	Unreliable	353.9	1086.0	0.0%
	"Putnam County, IN"	"18133"	35	26522	132.0	91.9	183.5	0.0%
	"Randolph County, IN"	"18135"	11	3619	Unreliable	151.7	543.9	0.0%
	"Rush County, IN"	"18139"	22	3366	653.6	409.6	989.5	0.0%
	"St. Joseph County, IN"	"18141"	4700	644744	729.0	708.1	749.8	0.1%
	"Shelby County, IN"	"18145"	78	10097	772.5	610.6	964.1	0.0%
	"Spencer County, IN"	"18147"	20	3330	600.6	366.9	927.6	0.0%
	"Steuben County, IN"	"18151"	15	4833	Unreliable	173.7	511.9	0.0%
	"Sullivan County, IN"	"18153"	29	18189	159.4	106.8	229.0	0.0%
	"Tippecanoe County, IN"	"18157"	390	128399	303.7	273.6	333.9	0.0%
	"Vanderburgh County, IN"	"18163"	2450	309876	790.6	759.3	821.9	0.0%
	"Vigo County, IN"	"18167"	873	143254	609.4	569.0	649.8	0.0%
	"Wabash County, IN"	"18169"	29	4801	604.0	404.5	867.5	0.0%
	"Warrick County, IN"	"18173"	95	17021	558.1	451.6	682.3	0.0%
	"Washington County, IN"	"18175"	15	2010	Unreliable	417.7	1230.9	0.0%
	"Wayne County, IN"	"18177"	741	75792	977.7	907.3	1048.1	0.0%
	"Whitley County, IN"	"18183"	10	2988	Unreliable	160.5	615.5	0.0%
	"Appanoose County, IA"	"19007"	11	1801	Unreliable	304.9	1092.8	0.0%
	"Black Hawk County, IA"	"19013"	1466	217016	675.5	640.9	710.1	0.0%
	"Buena Vista County, IA"	"19021"	11	8262	Unreliable	66.5	238.2	0.0%
	"Cerro Gordo County, IA"	"19033"	49	12949	378.4	279.9	500.3	0.0%
	"Clinton County, IA"	"19045"	132	27286	483.8	401.2	566.3	0.0%
	"Dallas County, IA"	"19049"	32	18474	173.2	118.5	244.5	0.0%
	"Des Moines County, IA"	"19057"	180	40446	445.0	380.0	510.1	0.0%
	"Dubuque County, IA"	"19061"	90	40831	220.4	177.2	270.9	0.0%
	"Fayette County, IA"	"19065"	10	4344	Unreliable	110.4	423.4	0.0%
	"Henry County, IA"	"19087"	19	8953	Unreliable	127.8	331.4	0.0%
	"Jasper County, IA"	"19099"	19	9968	Unreliable	114.8	297.7	0.0%
	"Johnson County, IA"	"19103"	258	116218	222.0	194.9	249.1	0.0%
	"Lee County, IA"	"19111"	160	23891	669.7	565.9	773.5	0.0%
	"Linn County, IA"	"19113"	634	164443	385.5	355.5	415.6	0.0%
	"Marion County, IA"	"19125"	28	5306	527.7	350.7	762.7	0.0%
	"Marshall County, IA"	"19127"	94	14381	653.6	528.2	799.9	0.0%
	"Muscatine County, IA"	"19139"	41	13317	307.9	220.9	417.7	0.0%
	"Page County, IA"	"19145"	13	6960	Unreliable	99.5	319.4	0.0%
	"Polk County, IA"	"19153"	2967	486443	609.9	588.0	631.9	0.1%
	"Pottawattamie County, IA"	"19155"	123	27158	452.9	372.9	532.9	0.0%
	"Scott County, IA"	"19163"	1195	228860	522.2	492.5	551.8	0.0%
	"Story County, IA"	"19169"	87	43115	201.8	161.6	248.9	0.0%
	"Wapello County, IA"	"19179"	49	11945	410.2	303.5	542.3	0.0%
	"Warren County, IA"	"19181"	29	5959	486.7	325.9	698.9	0.0%
	"Washington County, IA"	"19183"	12	3620	Unreliable	171.3	579.0	0.0%
	"Webster County, IA"	"19187"	125	30751	406.5	335.2	477.8	0.0%
	"Woodbury County, IA"	"19193"	238	57932	410.8	358.6	463.0	0.0%
	"Allen County, KS"	"20001"	56	6112	916.2	692.1	1189.8	0.0%
	"Atchison County, KS"	"20005"	169	18274	924.8	785.4	1064.2	0.0%
	"Barton County, KS"	"20009"	48	9728	493.4	363.8	654.2	0.0%
	"Bourbon County, KS"	"20011"	102	9836	1037.0	835.8	1238.3	0.0%
	"Brown County, KS"	"20013"	42	3846	1092.0	787.0	1476.1	0.0%
	"Butler County, KS"	"20015"	92	23412	393.0	316.8	481.9	0.0%
	"Cherokee County, KS"	"20021"	37	4019	920.6	648.2	1269.0	0.0%
	"Cowley County, KS"	"20035"	175	23299	751.1	639.8	862.4	0.0%
	"Crawford County, KS"	"20037"	97	18191	533.2	432.4	650.5	0.0%
	"Dickinson County, KS"	"20041"	29	4763	608.9	407.8	874.4	0.0%
	"Doniphan County, KS"	"20043"	34	4938	688.5	476.8	962.2	0.0%
	"Douglas County, KS"	"20045"	419	100612	416.5	376.6	456.3	0.0%
	"Ellis County, KS"	"20051"	17	6548	Unreliable	151.2	415.7	0.0%
	"Finney County, KS"	"20055"	47	17589	267.2	196.3	355.3	0.0%
	"Ford County, KS"	"20057"	56	15970	350.7	264.9	455.4	0.0%
	"Franklin County, KS"	"20059"	40	8406	475.9	340.0	648.0	0.0%
	"Geary County, KS"	"20061"	636	124203	512.1	472.3	551.9	0.0%
	"Graham County, KS"	"20065"	43	2087	2060.4	1491.1	2775.3	0.0%
	"Grant County, KS"	"20067"	10	1182	Unreliable	405.7	1555.9	0.0%
	"Harvey County, KS"	"20079"	125	14138	884.1	729.1	1039.1	0.0%
	"Haskell County, KS"	"20081"	13	479	Unreliable	1445.1	4641.0	0.0%
	"Jackson County, KS"	"20085"	23	2428	947.3	600.5	1421.4	0.0%
	"Jefferson County, KS"	"20087"	30	2611	1149.0	775.2	1640.2	0.0%
	"Johnson County, KS"	"20091"	1460	424134	344.2	326.6	361.9	0.0%
	"Kingman County, KS"	"20095"	19	541	Unreliable	2114.5	5484.4	0.0%
	"Labette County, KS"	"20099"	221	21798	1013.9	880.2	1147.5	0.0%
	"Leavenworth County, KS"	"20103"	770	142613	539.9	501.8	578.1	0.0%
	"Lyon County, KS"	"20111"	76	20350	373.5	294.2	467.4	0.0%
	"McPherson County, KS"	"20113"	22	7760	283.5	177.7	429.2	0.0%
	"Marion County, KS"	"20115"	11	2465	Unreliable	222.8	798.5	0.0%
	"Miami County, KS"	"20121"	110	9766	1126.4	915.9	1336.8	0.0%
	"Montgomery County, KS"	"20125"	506	42097	1202.0	1097.3	1306.7	0.0%
	"Neosho County, KS"	"20133"	44	4524	972.6	706.7	1305.7	0.0%
	"Pawnee County, KS"	"20145"	37	7083	522.4	367.8	720.0	0.0%
	"Pottawatomie County, KS"	"20149"	17	5922	Unreliable	167.2	459.6	0.0%
	"Pratt County, KS"	"20151"	21	2810	747.3	462.6	1142.4	0.0%
	"Reno County, KS"	"20155"	244	42959	568.0	496.7	639.3	0.0%
	"Rice County, KS"	"20159"	16	3315	Unreliable	275.9	783.8	0.0%
	"Riley County, KS"	"20161"	201	92018	218.4	188.2	248.6	0.0%
	"Saline County, KS"	"20169"	270	42556	634.5	558.8	710.1	0.0%
	"Sedgwick County, KS"	"20173"	6639	899240	738.3	720.5	756.0	0.1%
	"Seward County, KS"	"20175"	112	18256	613.5	499.9	727.1	0.0%
	"Shawnee County, KS"	"20177"	2661	318957	834.3	802.6	866.0	0.1%
	"Stevens County, KS"	"20189"	19	982	Unreliable	1164.9	3021.5	0.0%
	"Sumner County, KS"	"20191"	33	5856	563.5	387.9	791.4	0.0%
	"Wabaunsee County, KS"	"20197"	10	1178	Unreliable	407.1	1561.2	0.0%
	"Wilson County, KS"	"20205"	12	1171	Unreliable	529.5	1790.1	0.0%
	"Wyandotte County, KS"	"20209"	7258	783307	926.6	905.3	947.9	0.1%
	"Adair County, KY"	"21001"	76	10186	746.1	587.9	933.9	0.0%
	"Allen County, KY"	"21003"	41	4525	906.1	650.2	1229.2	0.0%
	"Anderson County, KY"	"21005"	83	9511	872.7	695.1	1081.8	0.0%
	"Ballard County, KY"	"21007"	60	5214	1150.7	878.1	1481.2	0.0%
	"Barren County, KY"	"21009"	330	32840	1004.9	896.5	1113.3	0.0%
	"Bath County, KY"	"21011"	65	3849	1688.8	1303.3	2152.4	0.0%
