LGA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA12380,1655,218,11,27,1909,49,12,57,1973,117,0,2091,1926,376,17,19,2339,30,16,41,2383,111,4,2498,450,56,39,8,554,0,0,0,559,25,0,590,59,10,0,50,117,0,0,3,117,13,4,138,4095,658,72,100,4928,84,26,107,5031,270,9,5311,168,26,0,6,198,30,6,32,232,11,0,246,173,43,3,13,236,23,3,30,263,19,0,283,342,73,7,19,437,47,8,62,497,23,0,528,4441,730,72,120,5365,131,37,169,5532,291,12,5834,4071,1503,90,248,5908,358,93,449,6363,1542,55,7958,22,10,0,36,67,0,3,4,74,6,76,159,8534,2248,167,402,11346,489,129,624,11961,1840,140,13948,1837,280,15,13,2142,52,19,71,2213,146,4,2361,2022,351,14,28,2411,35,11,47,2456,118,8,2584,100,7,17,5,130,4,0,4,130,10,0,144,53,17,0,52,123,0,0,0,119,11,3,133,4006,653,45,99,4800,98,31,127
LGA12700,58,3,3,0,58,0,0,0,58,5,0,66,120,11,0,0,130,3,0,3,131,3,0,134,28,0,4,0,36,0,0,0,36,0,0,36,3,0,0,0,4,0,0,0,3,0,0,3,201,15,9,3,225,3,0,3,229,3,0,237,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,0,0,0,6,0,0,6,204,18,9,3,235,3,0,3,239,3,0,240,77,6,0,4,91,4,0,11,97,22,0,120,0,0,0,0,0,0,0,0,0,0,0,0,280,29,5,10,325,6,0,9,334,26,0,359,85,12,3,0,99,0,0,0,99,6,0,107,170,20,6,0,197,3,0,3,201,0,0,207,5,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,3,0,3,9,0,0,9,262,34,9,0,310,8,0,8
LGA12730,43,6,0,0,50,0,0,0,46,4,0,55,131,10,6,0,144,0,0,0,147,0,0,146,18,0,0,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,0,0,3,188,21,6,0,214,0,0,3,221,11,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,4,3,0,3,9,0,0,9,196,22,6,0,217,3,0,7,226,11,0,235,76,16,4,3,93,7,0,7,93,15,0,106,0,0,0,0,0,0,0,0,0,0,4,4,264,33,8,3,308,7,0,11,320,23,4,345,92,9,0,0,102,0,0,0,102,8,0,108,149,12,4,3,175,0,0,0,175,0,0,175,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,3,3,0,0,0,3,0,0,3,252,25,4,7,287,0,0,0
LGA12750,88,20,4,3,115,4,0,3,117,11,0,128,295,78,3,0,376,8,5,14,383,21,0,405,33,4,4,0,44,0,0,0,44,5,0,47,4,0,0,5,11,0,0,0,11,0,0,15,418,101,12,9,546,8,4,17,562,32,3,596,4,0,0,0,7,4,0,4,14,0,0,11,13,0,0,0,13,5,0,7,19,0,0,21,18,0,0,0,25,11,0,12,32,3,0,37,439,98,12,9,565,20,4,23,591,32,3,629,181,57,3,16,256,29,0,32,287,62,0,353,0,0,0,0,4,0,0,0,4,0,4,9,622,163,13,23,823,47,6,54,883,94,11,991,217,54,5,0,274,4,0,4,279,13,0,297,354,88,3,0,452,13,4,13,466,35,0,502,7,6,6,0,16,0,0,0,16,0,3,21,4,0,0,3,8,0,0,0,8,5,0,10,587,147,14,6,756,16,4,19
LGA12850,1029,91,7,14,1140,23,5,26,1170,119,3,1295,1140,204,7,23,1377,26,6,35,1412,64,3,1478,251,30,31,4,319,15,0,13,327,12,0,345,30,4,0,22,60,0,0,0,60,15,3,76,2449,332,50,58,2889,59,15,78,2968,212,13,3190,55,16,4,0,76,19,0,18,94,3,0,102,90,25,0,3,117,10,3,19,136,11,0,148,151,39,4,0,195,32,6,34,234,16,0,249,2599,375,56,62,3083,93,19,113,3197,232,13,3442,2443,898,55,122,3512,218,101,320,3831,1585,24,5438,16,4,0,24,38,0,0,0,42,8,90,138,5049,1276,109,205,6638,313,118,432,7067,1822,123,9011,1240,154,5,7,1408,46,20,72,1478,139,3,1616,1266,286,20,21,1588,42,16,56,1643,122,8,1774,48,19,13,0,78,0,3,4,77,10,0,86,26,8,0,30,70,3,8,9,81,7,0,88,2585,460,39,59,3139,95,43,142
LGA12870,64,5,0,0,67,0,0,0,67,0,0,66,164,11,0,0,178,0,0,0,180,6,0,185,23,0,11,0,39,0,0,0,39,0,0,38,0,0,0,5,5,0,0,0,5,0,3,10,248,17,10,5,283,0,0,0,290,11,0,296,6,3,0,0,6,0,0,0,6,0,0,6,7,0,0,0,8,0,0,0,8,0,0,8,8,3,0,0,15,0,0,0,15,0,0,15,263,21,10,5,297,0,0,0,298,11,0,310,100,13,0,3,121,0,3,3,127,11,0,138,0,0,0,0,0,0,0,0,0,0,0,0,365,36,10,13,417,4,3,4,426,25,4,453,100,14,0,3,117,0,0,0,117,0,0,117,225,16,3,3,245,0,0,0,242,13,0,257,10,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,3,0,0,0,3,0,0,4,337,25,3,9,376,0,0,0
LGA12900,53,3,0,0,59,0,0,0,59,3,0,64,153,6,3,0,168,3,0,3,168,3,0,174,43,12,0,0,59,0,0,0,59,0,0,58,0,0,0,4,6,0,0,0,6,0,0,6,256,21,3,4,289,3,0,3,291,12,0,303,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,3,0,10,268,21,3,4,298,3,0,3,301,10,0,311,88,14,0,0,101,3,3,6,109,10,0,121,0,0,0,0,0,0,0,0,0,0,0,0,352,37,3,7,402,3,3,8,410,19,0,433,99,7,0,0,111,0,0,0,113,7,0,114,171,16,5,3,188,0,3,3,194,8,0,205,12,3,0,0,22,0,0,0,22,0,0,18,0,0,0,3,9,0,0,0,9,0,0,9,285,28,5,8,325,0,3,3
LGA12930,1287,144,14,9,1447,21,12,33,1487,62,0,1547,1785,230,15,19,2047,26,5,32,2084,45,10,2134,457,40,48,7,557,16,0,12,570,16,0,591,35,9,3,22,74,0,0,0,70,4,3,78,3574,422,77,58,4126,61,18,79,4208,130,14,4351,55,10,0,0,61,13,0,13,71,3,0,81,106,16,0,3,127,10,0,16,140,8,0,150,164,22,0,3,192,19,0,23,218,9,0,228,3734,441,77,65,4316,83,20,107,4421,146,14,4579,1844,419,45,55,2368,56,12,71,2437,228,0,2664,21,6,0,13,38,0,0,0,38,0,5,48,5598,865,116,138,6722,146,30,178,6893,375,21,7291,1509,166,15,7,1698,38,8,48,1746,84,0,1832,2051,259,21,15,2344,26,11,39,2380,76,0,2452,86,15,10,3,112,3,0,3,120,6,0,127,21,3,0,42,73,0,0,0,73,0,0,74,3662,448,40,69,4228,69,17,86
LGA12950,17,3,0,0,22,0,0,0,22,3,0,23,34,3,0,0,34,3,0,3,36,0,0,39,16,0,3,0,15,0,0,0,15,0,0,15,5,3,0,0,8,0,0,0,8,0,0,8,67,9,3,0,80,3,0,3,84,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,74,9,3,0,81,3,0,3,85,5,0,92,39,4,0,0,47,4,0,4,55,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0,116,10,4,0,132,11,0,11,140,18,0,159,41,3,0,0,43,0,0,0,43,3,0,51,72,10,0,0,77,3,0,3,83,0,0,83,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,5,0,0,0,5,3,0,9,118,10,0,3,130,3,0,3
LGA13010,35,8,0,0,40,0,0,0,40,0,0,42,75,16,0,3,96,0,0,0,96,0,0,99,21,3,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,126,27,3,4,160,0,0,0,160,0,0,164,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,5,0,0,7,0,0,0,11,0,0,11,132,28,3,4,171,0,0,0,166,0,0,174,60,20,0,3,85,9,4,15,99,20,0,112,0,0,0,0,0,0,0,0,0,0,0,0,194,48,4,4,251,13,4,11,268,22,0,287,62,10,0,3,80,3,0,3,83,4,0,84,75,9,5,0,93,4,0,4,96,4,0,95,6,0,4,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,146,20,13,4,186,6,0,6
LGA13310,160,26,3,0,193,4,0,5,199,4,0,203,375,51,10,9,440,8,3,12,450,12,0,458,89,15,7,3,105,3,0,3,104,4,0,114,9,3,0,3,14,0,0,0,14,0,0,14,627,93,18,17,750,11,3,14,769,23,0,791,5,3,0,0,9,0,0,0,7,0,0,10,23,3,0,0,28,3,0,3,32,0,0,32,24,8,0,0,31,3,0,3,41,0,0,40,657,97,19,17,782,17,3,22,804,19,0,826,242,48,10,9,300,9,0,9,311,56,3,364,3,0,0,0,3,0,0,0,3,0,5,8,894,147,22,22,1090,24,3,29,1123,74,7,1200,256,30,3,3,295,6,3,9,304,22,0,322,433,46,10,0,497,6,3,10,506,16,0,518,25,5,3,0,34,0,0,0,34,9,0,41,0,4,0,11,15,0,0,0,15,0,0,20,726,88,13,13,844,8,7,16
LGA13340,46,4,0,0,57,0,0,0,52,3,0,58,175,17,3,0,190,0,0,0,195,3,0,199,41,3,7,0,48,0,0,0,48,0,0,48,3,0,0,3,10,0,0,0,10,0,0,10,265,25,11,5,306,0,3,6,310,4,0,316,3,3,0,0,7,0,0,0,5,3,0,4,6,0,0,0,6,0,0,0,6,0,0,6,11,3,0,0,10,0,0,0,15,3,0,11,275,27,11,5,311,0,3,5,316,5,0,329,102,22,5,3,135,14,0,14,140,18,0,160,3,0,0,0,3,0,0,0,3,0,0,3,377,42,14,12,446,10,3,14,463,24,0,492,93,12,0,3,108,0,0,0,108,14,0,124,248,28,4,3,282,3,0,3,287,7,3,290,9,0,5,0,13,0,0,0,13,0,0,13,3,0,0,3,7,0,0,0,7,0,0,7,357,42,7,6,409,3,0,3
LGA13450,153,19,4,0,170,0,0,0,172,12,0,186,479,27,0,4,504,0,4,4,514,8,0,522,85,4,8,0,100,0,0,0,100,0,0,100,8,0,0,9,14,0,0,0,14,0,0,12,717,45,12,11,791,0,4,4,793,24,3,821,4,0,0,0,4,3,0,0,7,0,0,4,13,0,0,0,18,4,4,9,26,0,0,26,18,0,0,0,17,3,6,7,31,0,0,30,734,48,12,11,809,5,6,13,822,27,3,852,329,23,3,11,367,16,3,18,392,41,0,433,3,0,0,3,6,0,0,0,6,0,0,7,1071,73,21,25,1186,23,11,32,1217,68,6,1288,215,33,9,0,251,3,4,5,256,20,3,287,509,36,0,3,553,5,7,14,569,19,0,588,14,0,3,0,18,0,0,0,18,0,0,18,6,0,0,3,9,0,0,0,9,0,0,9,747,64,18,7,838,7,8,19
LGA13510,59,11,0,0,70,0,0,3,72,5,0,78,139,9,0,0,153,0,0,0,156,3,0,155,22,0,0,0,26,0,0,0,26,3,0,28,0,0,0,4,3,0,3,3,9,0,0,9,227,24,3,3,261,3,3,3,261,14,0,278,6,0,0,0,6,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,10,0,0,10,240,24,3,3,268,4,3,6,273,14,0,286,79,3,4,5,94,3,3,6,99,25,0,120,0,0,0,0,0,0,0,0,0,0,6,6,314,26,4,11,361,6,3,8,369,31,3,407,74,15,4,0,94,5,0,5,103,7,0,110,181,24,4,0,208,8,0,8,214,3,0,216,0,3,0,0,8,0,0,0,8,0,0,4,3,0,0,5,6,0,0,0,6,0,0,6,269,44,9,3,320,10,0,10
LGA13550,95,6,0,0,99,0,0,0,99,3,0,102,203,18,0,0,222,3,0,3,219,3,0,227,45,3,7,0,59,0,0,0,59,0,0,59,4,0,0,3,6,0,0,0,6,0,0,6,344,21,12,6,382,3,0,3,388,8,0,392,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,7,0,0,0,7,0,0,15,11,0,0,0,11,0,0,0,14,6,0,15,357,21,12,4,397,4,0,4,397,8,0,409,158,10,20,4,192,8,0,8,199,19,0,219,0,0,0,0,0,0,0,0,0,0,10,10,512,35,30,13,590,5,0,5,595,31,8,635,123,6,0,0,134,0,0,0,134,7,0,142,229,12,0,0,246,3,3,4,249,7,0,254,16,0,0,0,20,0,0,0,20,0,0,20,6,0,0,3,6,0,0,0,6,0,0,7,377,19,8,4,411,3,3,4
LGA13660,21,0,0,0,28,0,0,0,29,0,0,29,78,3,0,0,86,0,0,0,86,0,0,90,14,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,117,10,5,0,135,0,0,5,134,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,125,10,5,0,131,0,0,5,135,0,0,139,80,6,0,0,88,0,0,3,92,7,3,102,0,0,0,0,0,0,0,0,0,0,0,0,201,18,5,0,225,0,4,8,231,7,4,238,49,3,0,0,53,0,0,0,53,0,0,53,99,3,0,0,100,0,0,0,105,4,0,104,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,152,3,0,0,159,0,0,0
LGA13800,490,49,13,9,556,0,0,0,556,21,0,581,1087,66,7,13,1182,7,3,6,1186,11,3,1204,213,9,24,0,247,0,0,0,247,4,3,248,16,0,0,21,39,0,3,3,42,0,0,42,1811,126,41,38,2015,9,7,13,2031,41,3,2076,3,6,0,0,13,0,0,0,11,0,0,11,38,0,0,0,39,0,0,0,41,3,0,44,41,5,0,0,56,3,0,3,54,3,0,62,1853,132,42,44,2073,13,7,15,2089,40,3,2131,832,70,14,26,939,15,0,12,954,46,3,1006,3,0,0,4,11,0,0,0,11,0,5,16,2691,201,62,75,3026,27,8,32,3055,95,7,3161,746,74,8,9,824,4,3,6,831,27,0,859,1274,110,9,10,1405,7,0,6,1417,24,0,1437,52,4,9,3,71,0,0,0,71,4,0,76,16,0,4,19,34,0,0,0,35,0,0,37,2090,183,29,36,2342,7,5,14
LGA13850,12,0,0,0,13,0,0,0,13,0,0,13,36,7,0,0,39,0,0,0,39,3,0,42,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,51,0,0,0,51,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,45,7,0,0,51,3,0,3,54,3,0,60,22,3,0,4,29,3,0,4,31,5,0,37,0,0,0,0,0,0,0,0,0,0,3,3,66,7,0,4,84,4,0,6,86,5,3,98,26,4,0,0,31,0,0,0,31,0,0,31,34,10,0,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4,69,9,3,0,81,0,0,0
LGA13910,83,14,0,3,94,0,0,0,100,3,0,103,213,28,4,0,248,0,3,3,252,0,0,251,37,4,3,0,45,0,0,0,45,4,0,47,3,0,0,4,7,0,0,0,7,0,0,7,337,45,8,10,394,3,3,4,402,10,0,410,0,0,0,0,5,0,0,0,5,0,0,5,5,4,0,0,10,0,0,0,10,0,0,10,8,4,0,0,10,0,0,0,10,0,0,10,344,52,8,8,404,3,3,4,413,10,0,425,189,44,9,12,255,15,0,13,268,46,0,316,0,0,0,0,0,0,0,0,0,0,0,0,532,90,17,24,661,18,5,22,686,51,0,742,148,18,0,3,173,0,0,0,174,10,0,181,295,43,3,3,350,4,0,5,354,8,3,363,15,3,9,0,20,0,0,0,20,4,0,24,0,0,0,3,9,3,0,3,6,0,0,6,458,68,12,7,548,9,0,10
LGA14000,1387,125,9,4,1531,34,12,46,1575,74,0,1652,2184,217,12,12,2426,12,3,21,2442,36,0,2480,604,58,47,3,721,10,0,10,724,13,0,736,31,0,0,11,43,0,0,0,43,3,0,43,4209,398,74,31,4717,55,17,69,4785,125,3,4916,72,9,3,0,78,3,0,3,81,3,0,85,96,13,0,0,116,4,0,4,125,4,0,125,167,24,0,0,199,9,0,9,204,7,0,211,4376,426,73,33,4915,64,17,78,4994,127,3,5125,1904,151,29,32,2122,49,3,58,2179,102,8,2289,9,0,0,4,12,0,0,0,12,0,9,25,6290,581,109,77,7052,118,16,133,7186,230,21,7435,2120,204,14,16,2357,67,18,80,2440,93,3,2537,3036,274,20,19,3342,30,4,36,3381,50,0,3428,153,14,24,0,195,0,0,0,198,6,0,202,39,0,0,16,57,0,0,0,60,3,8,70,5352,500,63,48,5954,95,23,115
LGA14100,117,7,0,0,126,0,0,0,126,7,0,129,191,9,4,3,202,7,0,7,208,3,0,209,56,3,9,0,67,0,0,0,67,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3,365,24,14,3,398,7,0,7,405,10,0,416,3,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,373,24,14,3,411,7,0,7,416,10,0,425,153,3,3,0,160,3,0,3,164,14,0,184,0,0,0,0,0,0,0,0,0,0,0,0,526,30,12,4,572,7,0,7,579,21,0,603,225,14,4,0,248,0,0,0,248,10,0,259,243,17,4,4,270,0,0,7,270,6,0,283,12,0,0,0,12,0,0,0,12,0,0,17,0,0,0,0,3,0,0,0,3,0,0,3,483,39,5,6,535,3,0,8
LGA14170,1786,227,31,10,2056,31,3,38,2094,80,0,2173,2720,312,18,9,3066,23,15,34,3098,45,3,3150,916,79,96,9,1099,10,0,10,1103,15,0,1123,37,3,0,33,71,0,0,0,71,7,7,83,5460,619,145,61,6286,65,16,78,6365,145,9,6522,56,6,0,3,63,5,0,5,73,3,0,75,108,19,0,0,129,7,0,7,135,0,0,133,167,25,0,7,190,9,0,9,203,5,0,209,5621,642,149,61,6475,74,16,95,6567,152,9,6733,1649,204,33,32,1913,39,7,51,1959,108,6,2074,11,0,0,8,21,0,0,0,21,0,16,37,7290,847,180,106,8417,119,22,143,8553,260,34,8844,2202,309,19,10,2542,46,8,53,2594,117,5,2726,2624,261,12,12,2910,27,8,34,2941,52,3,2990,92,9,28,0,126,3,0,3,126,3,0,131,26,0,0,25,45,0,0,0,47,3,0,53,4933,582,62,50,5619,73,19,94
LGA14200,83,17,3,0,98,0,0,0,101,8,0,111,168,17,4,0,187,7,3,8,196,10,8,215,36,4,3,0,42,5,0,5,52,0,0,52,0,0,0,0,3,0,0,0,3,0,0,6,287,40,7,6,337,12,3,12,352,20,8,378,0,0,0,4,5,0,0,0,3,0,0,3,4,0,0,0,10,0,0,0,5,9,0,13,7,3,0,4,10,0,0,3,10,9,0,20,290,41,7,5,346,15,3,19,364,21,8,395,151,32,8,0,198,24,7,31,228,45,0,273,3,0,0,0,3,0,0,0,3,0,0,3,446,71,23,5,545,39,6,45,596,72,7,670,121,25,3,0,149,3,0,3,148,4,0,152,222,31,3,3,258,3,3,3,265,8,0,270,20,0,5,0,22,0,0,0,22,0,0,22,5,0,0,5,10,0,0,0,10,0,0,10,368,56,10,7,433,9,3,6
LGA14300,21,0,0,0,23,0,0,0,23,3,0,30,77,3,0,0,84,0,0,0,83,0,0,83,22,0,4,0,31,0,0,0,31,0,0,31,5,0,0,0,6,0,0,0,6,0,0,6,125,5,4,0,136,0,0,0,138,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,128,5,4,0,139,0,0,0,141,3,0,148,49,3,0,7,59,8,0,8,70,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,176,13,4,11,198,8,0,10,215,7,0,224,50,6,0,0,61,0,0,0,63,8,0,73,107,6,3,0,124,0,0,0,124,0,0,124,8,0,0,0,8,3,0,3,12,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,167,13,3,3,194,8,0,8
LGA14350,83,25,0,0,112,0,0,0,112,11,0,120,225,35,10,6,274,3,0,3,276,15,5,292,36,5,0,0,51,0,0,0,52,0,0,51,4,0,0,4,11,0,0,0,11,0,0,11,347,68,12,17,446,3,0,3,447,20,5,476,3,0,0,0,7,0,0,0,7,5,0,8,7,0,0,0,10,0,0,0,13,0,0,15,10,3,0,0,16,0,0,0,17,5,0,21,358,68,12,18,458,5,0,5,465,27,5,498,155,43,6,15,216,20,8,21,238,86,0,322,0,0,0,3,3,0,0,0,3,0,6,8,512,111,19,33,680,26,8,26,705,113,8,829,155,34,6,0,195,5,3,12,200,12,0,214,265,61,3,0,330,3,0,3,336,26,3,362,16,3,9,0,21,0,0,0,21,0,0,21,3,0,0,4,10,0,0,0,10,0,0,17,433,100,15,10,564,8,3,10
