LGA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA12730,3,0,150,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,152,8,0,0,8,0,153,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,9,0,3,8,3,1176,14,38,0,0,38,0,52,0,4,0,0,4,0,4,0,0,0,0,0,0,0,14,41,0,0,41,0,58,3,0,0,0,0,4,9,1178,52,0,3,55,10,1241
LGA12750,8,0,510,16,14,0,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,15,0,28,0,0,0,0,0,0,0,518,24,3,0,21,0,541,95,0,0,0,0,0,98,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,96,3,0,0,3,0,106,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,3717,49,4,0,56,9,3778,84,87,3,0,90,0,175,0,7,3,0,14,0,14,6,0,0,0,0,0,8,92,96,5,0,99,0,194,8,3,0,0,3,0,9,3812,145,13,0,157,9,3986
LGA12850,102,3,753,103,2139,360,10,2504,3,2612,7,654,1001,5,1659,0,1665,0,4,4,13,24,0,24,112,2791,1364,31,4188,3,4302,0,0,0,0,0,8,14,757,2898,1364,32,4290,11,5059,353,53,0,0,49,3,403,51,1370,235,3,1613,0,1659,4,517,861,3,1382,0,1388,0,5,3,6,17,0,17,53,1896,1098,16,3008,0,3059,0,3,0,0,3,0,3,406,1944,1101,16,3060,3,3469,183,28,3,0,29,0,213,25,730,140,0,873,0,898,0,304,532,3,837,0,840,0,3,8,8,11,0,11,27,1030,675,9,1720,0,1749,0,0,0,0,0,0,5,208,1062,682,9,1755,0,1962,4762,1031,32,7,1066,22,5850,1265,16128,2408,93,18635,7,19903,81,4684,6485,42,11211,0,11296,4,101,29,95,229,0,233,1354,20909,8927,232,30072,10,31431,11,29,3,0,34,78,118,6120,21964,8962,236,31166,113,37400
LGA12870,0,0,211,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,209,7,0,0,7,0,219,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,35,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,1641,8,4,0,12,8,1657,8,34,0,0,36,0,50,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,38,0,0,37,0,52,0,0,0,0,0,6,13,1658,41,4,0,48,12,1717
LGA12900,0,0,151,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,147,5,0,0,5,0,160,33,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,28,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,1389,6,0,0,6,8,1401,5,50,0,0,50,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,50,0,54,3,0,0,0,0,0,3,1400,50,0,0,50,8,1460
LGA12930,88,3,1278,145,1390,125,5,1524,0,1666,0,158,203,0,359,0,359,3,8,0,0,10,0,17,142,1560,326,5,1894,0,2038,0,0,0,0,0,0,0,1341,1640,326,6,1975,4,3318,736,44,0,0,46,0,784,91,931,101,6,1037,0,1130,3,139,232,0,365,0,368,0,3,0,0,6,0,6,97,1075,329,9,1407,0,1501,0,0,0,0,0,0,0,830,1115,329,7,1453,0,2283,347,19,0,0,19,0,363,40,480,61,0,539,0,583,3,58,103,0,166,0,164,0,3,0,0,5,0,5,43,540,169,3,706,0,751,0,0,0,0,0,0,0,387,558,169,3,731,0,1116,8773,942,3,11,951,12,9740,1423,11972,821,44,12838,0,14257,34,1108,1304,7,2420,3,2449,3,46,4,14,66,0,73,1458,13131,2126,64,15323,4,16781,21,7,0,0,7,16,48,10250,14075,2131,72,16282,36,26567
LGA12950,0,0,68,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,73,0,0,0,0,0,73,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,536,0,0,0,0,0,536,22,15,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,15,0,29,0,0,0,0,0,3,3,551,15,0,0,15,3,570
LGA13010,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,146,0,0,0,0,0,150,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1025,5,0,0,5,7,1039,16,18,3,0,20,0,40,3,0,3,0,8,0,9,0,0,0,0,0,0,0,20,19,8,0,28,0,48,0,0,0,0,0,0,0,1048,27,8,0,37,7,1087
LGA13310,7,0,509,10,17,0,0,17,0,27,0,0,3,0,5,0,5,0,0,0,0,0,0,0,10,18,3,0,22,0,29,3,0,0,0,0,0,8,516,20,7,0,31,0,548,88,0,0,0,0,0,87,6,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,7,0,0,0,0,0,0,0,94,4,3,0,4,0,102,32,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,35,0,0,0,0,0,37,3898,52,3,6,61,5,3971,97,160,8,0,170,0,268,0,33,9,0,42,0,42,0,0,0,3,3,0,3,97,192,24,3,221,0,319,16,0,3,0,3,3,23,4017,244,31,6,281,11,4306
LGA13340,3,0,248,3,4,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,6,3,0,0,0,0,0,3,251,9,0,0,8,0,256,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,1925,5,0,0,5,0,1931,17,26,0,0,33,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,29,0,50,8,0,0,0,0,0,13,1949,37,0,0,40,0,1991
LGA13450,20,0,420,19,111,6,0,122,0,138,0,13,6,5,22,0,22,0,0,0,0,0,0,0,21,125,21,4,142,0,163,0,0,0,0,0,0,0,422,141,21,6,166,0,589,51,6,0,0,6,0,61,4,15,0,0,15,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,18,3,0,18,0,26,0,0,0,0,0,0,0,60,25,3,0,29,0,84,5,0,0,0,0,0,5,5,3,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,6,0,8,0,0,0,0,0,0,0,13,3,0,0,6,0,18,3183,181,3,0,182,4,3374,146,757,56,0,809,0,956,4,86,67,8,164,0,171,3,8,0,13,23,0,28,151,851,125,24,1001,0,1156,12,3,0,0,3,11,18,3341,1033,129,23,1189,18,4544
LGA13510,0,0,162,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,162,3,0,0,0,3,168,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,35,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,1489,11,0,0,11,0,1505,25,32,5,0,38,0,60,0,0,0,0,3,0,3,0,0,0,0,0,0,0,25,29,8,0,35,0,61,5,0,0,0,0,5,8,1519,39,8,0,50,10,1573
LGA13550,0,4,210,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,0,0,0,0,0,0,0,205,11,0,0,11,4,223,27,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,9,0,0,9,11,1862,19,54,0,0,54,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53,0,0,53,0,76,6,0,0,0,0,4,12,1869,65,0,0,65,20,1954
LGA13660,0,0,74,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,77,0,0,0,0,0,82,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,723,4,0,0,4,3,731,10,7,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,7,0,15,11,0,0,0,0,0,11,734,11,0,0,11,4,757
LGA13800,23,3,1462,39,63,4,0,66,0,106,0,6,3,0,9,0,8,0,0,0,0,0,0,0,48,68,8,0,73,0,117,0,0,0,0,0,3,3,1482,87,8,0,99,8,1581,481,5,0,0,5,0,488,14,36,0,0,39,0,51,0,0,0,0,6,0,6,0,0,0,0,0,0,0,15,40,3,0,45,0,61,0,0,0,0,0,0,0,493,44,3,0,52,0,548,206,6,0,0,6,0,212,8,13,0,0,13,0,23,0,3,3,0,6,0,7,0,0,0,0,0,0,0,9,14,3,0,20,0,26,0,0,0,0,0,0,0,215,21,3,0,23,0,240,10726,263,0,0,266,26,11016,339,482,22,3,506,3,850,5,38,38,0,74,0,84,11,3,0,0,3,0,11,360,524,56,3,591,3,947,12,3,0,0,3,17,32,11093,798,60,3,855,40,11994
LGA13850,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,3,0,55,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,3,0,365,9,15,3,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,3,0,14,0,21,0,0,0,0,0,0,0,368,11,5,0,18,0,392
LGA13910,3,0,353,3,14,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,13,0,19,0,0,0,0,0,0,0,355,15,3,0,15,0,370,62,0,0,0,0,0,59,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,62,0,0,0,0,0,62,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,2600,26,0,0,26,8,2631,24,126,7,0,134,0,150,0,9,3,0,13,0,13,0,0,0,0,0,0,0,24,136,14,0,150,0,168,4,0,0,0,0,3,5,2622,161,14,0,172,11,2802
LGA14000,92,3,2802,184,1137,54,0,1190,0,1377,3,78,50,0,126,0,130,0,6,0,0,5,0,5,183,1220,102,4,1322,0,1509,0,0,0,0,0,0,0,2886,1307,103,5,1413,3,4313,1527,39,0,0,42,0,1564,94,831,44,0,878,0,973,3,61,53,0,113,0,116,0,0,3,0,8,0,8,100,892,100,5,994,0,1094,0,0,0,0,0,0,0,1625,933,100,5,1036,0,2664,748,13,0,0,13,0,756,42,423,26,3,452,0,492,0,46,40,0,87,0,89,0,3,3,0,8,0,10,44,466,68,3,539,0,584,0,0,0,0,0,0,0,790,483,68,3,554,0,1347,18627,674,12,4,685,28,19342,1574,9570,399,31,10000,3,11580,28,665,382,10,1054,0,1087,0,37,6,9,55,0,59,1610,10267,793,44,11108,3,12721,24,11,0,0,14,10,45,20258,10951,804,49,11806,43,32109
LGA14100,15,0,283,14,58,0,0,54,0,72,0,3,3,0,6,0,6,0,0,0,0,0,0,0,14,57,4,0,63,0,76,0,0,0,0,0,0,0,279,77,4,0,81,0,357,167,10,0,0,10,0,170,19,34,3,0,39,0,59,0,0,4,0,7,0,7,0,0,0,0,0,0,0,19,40,5,0,44,0,63,0,0,0,0,0,0,0,181,44,5,0,53,0,233,89,8,0,0,8,0,98,9,20,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,20,0,23,0,0,0,0,0,0,0,97,25,0,0,25,0,125,2047,114,0,4,117,0,2160,171,408,14,0,425,0,591,0,9,12,0,21,0,24,0,0,0,0,0,0,0,172,426,23,0,441,0,618,3,0,0,0,0,6,8,2223,535,23,4,563,6,2787
LGA14170,94,3,1639,140,462,25,4,493,0,633,4,59,65,0,122,0,129,0,4,0,0,4,0,8,144,532,86,3,619,0,770,0,0,0,0,0,0,0,1692,621,86,5,717,3,2407,706,24,0,0,27,4,740,53,274,25,0,297,0,347,3,34,68,0,103,0,111,0,0,0,0,0,0,0,55,310,95,0,401,0,459,0,0,0,0,0,0,0,761,339,95,0,429,4,1195,358,21,0,0,21,3,384,29,167,16,0,181,0,215,3,25,39,0,60,0,61,0,0,0,0,0,0,3,34,192,55,0,243,0,278,0,0,0,0,0,0,0,395,211,55,0,267,4,661,16969,1096,14,15,1127,34,18131,1781,4792,245,19,5059,0,6838,36,418,366,4,790,3,826,18,22,9,6,34,0,50,1830,5231,623,35,5882,3,7713,20,11,0,0,10,20,51,18816,6341,632,48,7023,60,25896
LGA14200,8,0,315,3,14,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,14,0,19,0,0,0,0,0,0,0,310,26,0,0,26,0,331,41,0,0,0,0,0,41,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,41,5,0,0,5,0,42,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,2209,26,0,0,26,6,2242,33,71,3,0,80,0,110,0,15,6,0,24,0,29,0,3,0,4,3,0,3,32,89,8,3,105,0,141,6,0,0,0,0,6,12,2249,116,8,3,133,12,2394
LGA14300,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,97,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,837,0,0,0,0,0,837,3,13,0,0,13,0,13,4,3,3,0,8,0,10,0,0,0,0,0,0,0,8,13,3,0,15,0,23,0,0,0,0,0,0,0,837,13,3,0,15,0,859
LGA14350,3,0,465,8,12,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,14,0,24,0,0,0,0,0,0,0,474,17,0,0,17,0,484,78,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,87,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,3117,38,5,0,36,12,3162,62,63,0,0,63,0,124,0,3,4,0,3,0,3,0,0,0,0,0,0,0,67,69,4,0,68,0,131,16,0,0,0,0,5,18,3195,103,4,0,108,15,3320
LGA14400,6,0,468,10,10,0,0,10,0,16,0,0,4,0,4,0,4,0,0,0,0,0,0,0,10,10,4,0,10,0,21,3,0,0,0,0,0,8,469,12,4,0,14,0,487,193,0,0,0,0,0,198,5,8,0,0,6,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,7,0,0,9,0,18,0,0,0,0,0,0,0,197,14,0,0,10,0,211,102,0,0,0,0,0,107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,105,3,0,0,3,0,105,3338,59,3,0,63,0,3400,82,97,3,0,103,0,190,0,5,10,0,10,0,16,3,0,0,3,7,0,7,85,106,7,3,120,0,204,17,3,0,0,3,0,19,3444,167,12,3,182,3,3631
LGA14500,86,7,3136,184,713,44,0,752,0,939,3,65,59,0,120,0,123,0,0,0,0,0,0,0,182,779,101,0,874,0,1063,0,0,0,0,0,0,0,3227,864,101,0,964,3,4197,1778,48,0,0,48,3,1835,116,515,32,0,546,0,661,0,50,45,0,96,0,96,0,0,0,0,5,0,4,114,569,71,3,643,0,760,0,0,0,0,0,3,3,1898,616,71,3,695,11,2594,935,22,0,0,22,3,959,58,324,17,3,343,0,404,3,16,21,0,36,0,38,0,3,0,0,0,0,0,62,345,34,3,386,0,444,0,0,0,0,0,0,0,1000,367,34,3,409,3,1405,18403,635,0,4,638,18,19059,1567,6450,285,27,6758,4,8331,18,474,330,0,808,0,829,3,13,0,9,27,0,32,1593,6936,622,38,7594,4,9194,3,3,0,0,3,8,20,19998,7575,618,45,8238,35,28265
LGA14550,4,0,141,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,5,0,0,0,0,0,0,0,145,3,0,0,4,0,150,32,0,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,37,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,8,1044,8,0,0,5,5,1056,23,31,0,0,31,0,57,0,0,3,0,3,0,3,0,0,0,0,0,0,0,23,31,3,0,31,0,62,0,0,0,0,0,0,0,1066,39,3,0,42,5,1113
