GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_EST_VC29,All families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC02_MOE_VC29,All families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC03_EST_VC29,Married-couple families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC03_MOE_VC29,Married-couple families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC04_EST_VC29,Married-couple families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC04_MOE_VC29,Married-couple families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC05_EST_VC29,"Female householder, no husband present  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC05_MOE_VC29,"Female householder, no husband present  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC06_EST_VC29,"Female householder, no husband present  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC06_MOE_VC29,"Female householder, no husband present  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC01_EST_VC30,All families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC01_MOE_VC30,All families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC02_EST_VC30,All families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC02_MOE_VC30,All families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC03_EST_VC30,Married-couple families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC03_MOE_VC30,Married-couple families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC04_EST_VC30,Married-couple families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC04_MOE_VC30,Married-couple families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC05_EST_VC30,"Female householder, no husband present  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)"
HC05_MOE_VC30,"Female householder, no husband present  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)"
HC06_EST_VC30,"Female householder, no husband present  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)"
HC06_MOE_VC30,"Female householder, no husband present  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)"
HC01_EST_VC31,"All families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC01_MOE_VC31,"All families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC02_EST_VC31,"All families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC02_MOE_VC31,"All families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC03_EST_VC31,"Married-couple families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC03_MOE_VC31,"Married-couple families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC04_EST_VC31,"Married-couple families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC04_MOE_VC31,"Married-couple families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC05_EST_VC31,"Female householder, no husband present  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC05_MOE_VC31,"Female householder, no husband present  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC06_EST_VC31,"Female householder, no husband present  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC06_MOE_VC31,"Female householder, no husband present  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college, associate's degree"
HC01_EST_VC32,All families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC01_MOE_VC32,All families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC02_EST_VC32,All families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC02_MOE_VC32,All families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC03_EST_VC32,Married-couple families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC03_MOE_VC32,Married-couple families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC04_EST_VC32,Married-couple families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC04_MOE_VC32,Married-couple families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC05_EST_VC32,"Female householder, no husband present  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher"
HC05_MOE_VC32,"Female householder, no husband present  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher"
HC06_EST_VC32,"Female householder, no husband present  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher"
HC06_MOE_VC32,"Female householder, no husband present  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher"
HC01_EST_VC35,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC01_MOE_VC35,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC02_EST_VC35,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC02_MOE_VC35,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC03_EST_VC35,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC03_MOE_VC35,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC04_EST_VC35,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC04_MOE_VC35,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child
HC05_EST_VC35,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child"
HC05_MOE_VC35,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child"
HC06_EST_VC35,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child"
HC06_MOE_VC35,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No child"
HC01_EST_VC36,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC01_MOE_VC36,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC02_EST_VC36,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC02_MOE_VC36,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC03_EST_VC36,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC03_MOE_VC36,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC04_EST_VC36,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC04_MOE_VC36,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children
HC05_EST_VC36,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children"
HC05_MOE_VC36,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children"
HC06_EST_VC36,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children"
HC06_MOE_VC36,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 children"
HC01_EST_VC37,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC01_MOE_VC37,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC02_EST_VC37,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC02_MOE_VC37,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC03_EST_VC37,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC03_MOE_VC37,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC04_EST_VC37,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC04_MOE_VC37,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children
HC05_EST_VC37,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children"
HC05_MOE_VC37,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children"
HC06_EST_VC37,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children"
HC06_MOE_VC37,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 children"
HC01_EST_VC38,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC01_MOE_VC38,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC02_EST_VC38,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC02_MOE_VC38,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC03_EST_VC38,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC03_MOE_VC38,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC04_EST_VC38,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC04_MOE_VC38,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children
HC05_EST_VC38,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children"
HC05_MOE_VC38,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children"
HC06_EST_VC38,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children"
HC06_MOE_VC38,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more children"
HC01_EST_VC41,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC01_MOE_VC41,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC02_EST_VC41,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC02_MOE_VC41,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC03_EST_VC41,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC03_MOE_VC41,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC04_EST_VC41,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC04_MOE_VC41,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder
HC05_EST_VC41,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder"
HC05_MOE_VC41,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder"
HC06_EST_VC41,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder"
HC06_MOE_VC41,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - No own child of the householder"
HC01_EST_VC42,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC01_MOE_VC42,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC02_EST_VC42,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC02_MOE_VC42,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC03_EST_VC42,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC03_MOE_VC42,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC04_EST_VC42,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC04_MOE_VC42,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder
HC05_EST_VC42,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder"
HC05_MOE_VC42,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder"
HC06_EST_VC42,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder"
HC06_MOE_VC42,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 1 or 2 own children of the householder"
HC01_EST_VC43,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC01_MOE_VC43,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC02_EST_VC43,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC02_MOE_VC43,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC03_EST_VC43,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC03_MOE_VC43,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC04_EST_VC43,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC04_MOE_VC43,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder
HC05_EST_VC43,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder"
HC05_MOE_VC43,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder"
HC06_EST_VC43,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder"
HC06_MOE_VC43,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 3 or 4 own children of the householder"
HC01_EST_VC44,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC01_MOE_VC44,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC02_EST_VC44,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC02_MOE_VC44,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC03_EST_VC44,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC03_MOE_VC44,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC04_EST_VC44,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC04_MOE_VC44,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder
HC05_EST_VC44,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder"
HC05_MOE_VC44,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder"
HC06_EST_VC44,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder"
HC06_MOE_VC44,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS - 5 or more own children of the householder"
HC01_EST_VC47,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 people
HC01_MOE_VC47,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 2 people
HC02_EST_VC47,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 people
HC02_MOE_VC47,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 2 people
HC03_EST_VC47,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 people
HC03_MOE_VC47,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 2 people
HC04_EST_VC47,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 people
HC04_MOE_VC47,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 2 people
HC05_EST_VC47,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 people"
HC05_MOE_VC47,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 2 people"
HC06_EST_VC47,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 people"
HC06_MOE_VC47,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 2 people"
HC01_EST_VC48,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC01_MOE_VC48,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC02_EST_VC48,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC02_MOE_VC48,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC03_EST_VC48,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC03_MOE_VC48,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC04_EST_VC48,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC04_MOE_VC48,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
HC05_EST_VC48,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people"
HC05_MOE_VC48,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people"
HC06_EST_VC48,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people"
HC06_MOE_VC48,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people"
HC01_EST_VC49,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC01_MOE_VC49,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC02_EST_VC49,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC02_MOE_VC49,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC03_EST_VC49,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC03_MOE_VC49,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC04_EST_VC49,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC04_MOE_VC49,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
HC05_EST_VC49,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people"
HC05_MOE_VC49,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people"
HC06_EST_VC49,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people"
HC06_MOE_VC49,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people"
HC01_EST_VC50,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or more people
HC01_MOE_VC50,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 7 or more people
HC02_EST_VC50,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or more people
HC02_MOE_VC50,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 7 or more people
HC03_EST_VC50,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or more people
HC03_MOE_VC50,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 7 or more people
