,id,recid,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,charge_severity
2599,5199,1,Male,40,25 - 45,Hispanic,0,0,0,8,Middle
2600,5200,0,Male,40,25 - 45,Hispanic,0,0,0,8,Middle
2601,5202,0,Male,30,25 - 45,Hispanic,0,0,0,5,Middle
2602,5204,0,Male,21,Less than 25,Caucasian,0,0,0,0,Unknown
2603,5206,0,Male,25,25 - 45,African-American,0,0,1,7,Unknown
2604,5207,0,Male,25,25 - 45,African-American,0,0,1,7,Unknown
2605,5208,1,Male,25,25 - 45,African-American,0,0,1,7,Unknown
2606,5212,0,Male,48,Greater than 45,Caucasian,0,0,0,2,Middle
2607,5214,0,Male,33,25 - 45,African-American,0,0,0,11,High
2608,5217,0,Male,25,25 - 45,Hispanic,0,0,0,0,Unknown
2609,5220,0,Male,52,Greater than 45,Caucasian,0,0,0,1,Unknown
2610,5222,1,Male,25,25 - 45,Caucasian,0,0,0,6,High
2611,5223,1,Male,25,25 - 45,Caucasian,0,0,0,6,High
2612,5225,0,Male,58,Greater than 45,African-American,0,0,0,38,High
2613,5226,0,Male,58,Greater than 45,African-American,0,0,0,38,High
2614,5228,0,Male,58,Greater than 45,African-American,0,0,0,38,High
2615,5230,1,Male,30,25 - 45,African-American,0,1,1,7,Middle
2616,5232,0,Male,23,Less than 25,African-American,0,0,0,2,Unknown
2617,5233,0,Male,23,Less than 25,African-American,0,0,0,2,Unknown
2618,5234,0,Male,33,25 - 45,Hispanic,0,0,0,0,Unknown
2619,5238,1,Male,34,25 - 45,Hispanic,0,0,0,9,Unknown
2620,5240,1,Female,43,25 - 45,Caucasian,0,0,0,7,Unknown
2621,5243,0,Male,32,25 - 45,Caucasian,0,0,0,0,Unknown
2622,5246,0,Male,39,25 - 45,Other,0,1,0,4,Middle
2623,5248,0,Male,39,25 - 45,Other,0,1,0,4,Middle
2624,5249,0,Male,49,Greater than 45,Caucasian,0,0,0,4,Unknown
2625,5251,0,Male,26,25 - 45,African-American,0,0,0,1,Unknown
2626,5252,0,Male,26,25 - 45,African-American,0,0,0,1,Unknown
2627,5254,0,Male,26,25 - 45,African-American,0,0,0,1,Unknown
2628,5256,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
2629,5258,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
2630,5259,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
2631,5260,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
2632,5264,1,Male,29,25 - 45,Caucasian,0,0,1,7,Middle
2633,5266,1,Male,27,25 - 45,African-American,0,2,1,13,Middle
2634,5269,0,Male,27,25 - 45,African-American,0,2,1,13,Middle
2635,5272,0,Male,38,25 - 45,Caucasian,0,0,0,2,Middle
2636,5274,0,Male,38,25 - 45,Caucasian,0,0,0,2,Middle
2637,5275,0,Male,20,Less than 25,Caucasian,0,0,0,0,High
2638,5277,0,Male,50,Greater than 45,African-American,0,0,0,1,Unknown
2639,5278,0,Male,25,25 - 45,African-American,2,0,0,4,Middle
2640,5280,1,Male,25,25 - 45,African-American,2,0,0,4,Middle
2641,5282,1,Male,25,25 - 45,African-American,2,0,0,4,Middle
2642,5284,0,Male,53,Greater than 45,Caucasian,0,0,0,0,Unknown
2643,5285,0,Female,27,25 - 45,African-American,0,0,0,0,Middle
2644,5286,0,Female,27,25 - 45,African-American,0,0,0,0,Middle
2645,5290,0,Male,30,25 - 45,African-American,0,0,0,0,Unknown
2646,5292,0,Male,21,Less than 25,Other,0,0,0,0,Middle
2647,5295,0,Male,21,Less than 25,Other,0,0,0,0,Middle
2648,5298,0,Male,41,25 - 45,African-American,0,0,0,4,Unknown
2649,5300,0,Male,22,Less than 25,Caucasian,0,0,2,5,High
2650,5301,0,Male,22,Less than 25,Caucasian,0,0,2,5,High
2651,5303,0,Male,22,Less than 25,Caucasian,0,0,2,5,High
2652,5304,0,Female,45,Greater than 45,Other,0,0,0,0,Unknown
2653,5306,0,Male,22,Less than 25,Caucasian,0,0,2,0,Middle
2654,5308,0,Male,25,25 - 45,African-American,0,0,0,2,Unknown
2655,5310,0,Male,42,25 - 45,African-American,0,0,0,1,Middle
2656,5311,0,Female,60,Greater than 45,African-American,0,0,0,0,Unknown
2657,5312,1,Male,34,25 - 45,Native American,1,0,0,9,Unknown
2658,5316,0,Female,27,25 - 45,Caucasian,0,0,0,2,Unknown
2659,5318,0,Male,21,Less than 25,Hispanic,0,0,0,0,Unknown
2660,5321,1,Male,33,25 - 45,African-American,0,0,0,23,Middle
2661,5324,0,Male,37,25 - 45,Caucasian,0,0,0,0,Unknown
2662,5326,0,Male,44,25 - 45,Caucasian,0,0,0,11,Unknown
2663,5327,1,Male,44,25 - 45,Caucasian,0,0,0,11,Unknown
2664,5329,0,Male,33,25 - 45,African-American,0,0,0,0,Unknown
2665,5330,1,Male,24,Less than 25,Caucasian,0,3,2,8,Unknown
2666,5332,0,Male,21,Less than 25,Other,0,0,0,0,Unknown
2667,5334,0,Female,60,Greater than 45,Other,0,0,0,0,Unknown
2668,5336,0,Male,50,Greater than 45,Caucasian,0,0,0,1,Unknown
2669,5337,0,Female,38,25 - 45,African-American,0,0,0,0,Unknown
2670,5338,0,Female,38,25 - 45,African-American,0,0,0,0,Unknown
2671,5342,0,Male,21,Less than 25,Other,1,0,0,1,Unknown
2672,5344,0,Male,49,Greater than 45,Caucasian,0,0,0,2,Unknown
2673,5347,0,Male,61,Greater than 45,Other,0,0,0,0,Unknown
2674,5350,0,Male,30,25 - 45,Hispanic,0,0,0,1,Unknown
2675,5352,0,Male,25,25 - 45,African-American,0,0,0,0,Middle
2676,5353,0,Male,25,25 - 45,African-American,0,0,0,0,Middle
2677,5355,0,Male,28,25 - 45,Hispanic,0,0,0,0,Unknown
2678,5356,0,Female,30,25 - 45,Hispanic,0,0,0,3,High
2679,5358,0,Female,24,Less than 25,Caucasian,0,0,1,3,Unknown
2680,5360,0,Male,26,25 - 45,Caucasian,0,0,0,0,Unknown
2681,5362,0,Female,31,25 - 45,African-American,0,0,0,0,Unknown
2682,5363,0,Female,24,Less than 25,African-American,0,1,0,3,Unknown
2683,5364,0,Male,43,25 - 45,African-American,0,0,0,21,Unknown
2684,5368,1,Male,45,Greater than 45,Caucasian,0,0,0,9,High
2685,5370,1,Male,45,Greater than 45,Caucasian,0,0,0,9,High
2686,5373,0,Male,20,Less than 25,African-American,0,0,0,0,High
2687,5376,0,Male,43,25 - 45,Caucasian,0,0,0,1,High
2688,5378,1,Male,37,25 - 45,African-American,3,0,0,17,Unknown
2689,5379,1,Male,37,25 - 45,African-American,3,0,0,17,Unknown
2690,5381,0,Male,26,25 - 45,Caucasian,0,0,0,2,Unknown
2691,5382,0,Female,46,Greater than 45,African-American,0,0,0,4,Unknown
2692,5384,0,Female,46,Greater than 45,African-American,0,0,0,0,Unknown
2693,5386,0,Male,39,25 - 45,Caucasian,0,0,0,8,Unknown
2694,5388,0,Male,36,25 - 45,Hispanic,0,0,0,0,Unknown
2695,5389,0,Male,29,25 - 45,African-American,0,0,0,12,Middle
2696,5390,1,Male,29,25 - 45,African-American,0,0,0,12,Middle
2697,5394,0,Male,41,25 - 45,Caucasian,0,0,0,0,Unknown
2698,5396,0,Male,29,25 - 45,African-American,0,0,1,11,High
2699,5399,0,Male,27,25 - 45,African-American,0,0,0,4,Unknown
2700,5402,1,Female,25,25 - 45,African-American,0,0,0,5,Unknown
2701,5404,0,Male,41,25 - 45,Caucasian,0,0,0,3,Unknown
2702,5405,0,Male,23,Less than 25,African-American,1,0,0,2,Unknown
2703,5407,0,Female,46,Greater than 45,African-American,0,0,0,1,High
2704,5408,0,Female,46,Greater than 45,African-American,0,0,0,1,High
2705,5410,0,Female,46,Greater than 45,African-American,0,0,0,1,High
2706,5412,0,Male,31,25 - 45,Asian,0,0,0,0,Unknown
2707,5414,0,Male,30,25 - 45,Caucasian,0,0,0,0,Unknown
2708,5415,0,Male,34,25 - 45,Caucasian,0,0,0,1,Unknown
2709,5416,0,Male,70,Greater than 45,Caucasian,0,0,0,11,Middle
2710,5420,0,Male,36,25 - 45,Caucasian,0,0,0,1,Unknown
2711,5422,0,Male,51,Greater than 45,Hispanic,0,0,0,0,Unknown
2712,5425,0,Male,51,Greater than 45,African-American,0,0,0,4,Middle
2713,5428,0,Male,41,25 - 45,Caucasian,0,0,0,0,Unknown
2714,5430,0,Male,28,25 - 45,African-American,0,0,0,2,Unknown
2715,5431,0,Female,45,Greater than 45,Native American,0,0,0,15,Middle
2716,5433,1,Male,55,Greater than 45,African-American,0,0,0,21,Middle
2717,5434,1,Male,55,Greater than 45,African-American,0,0,0,21,Middle
2718,5436,1,Female,26,25 - 45,African-American,0,0,0,9,Middle
2719,5438,0,Male,40,25 - 45,Caucasian,0,0,0,0,Unknown
2720,5440,0,Female,24,Less than 25,African-American,0,0,0,3,Unknown
2721,5441,0,Female,24,Less than 25,African-American,0,0,0,3,Unknown
2722,5442,0,Female,24,Less than 25,African-American,0,0,0,3,Unknown
2723,5446,0,Male,31,25 - 45,African-American,0,0,0,0,Unknown
2724,5448,0,Male,21,Less than 25,African-American,0,1,0,1,Middle
2725,5451,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
2726,5454,1,Male,37,25 - 45,African-American,0,0,1,26,High
2727,5456,0,Male,21,Less than 25,African-American,0,0,0,1,High
2728,5457,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
2729,5459,0,Male,26,25 - 45,African-American,0,0,0,0,Unknown
2730,5460,0,Male,31,25 - 45,Caucasian,0,0,0,0,Unknown
2731,5462,0,Male,25,25 - 45,African-American,0,0,0,4,Middle
2732,5464,0,Female,27,25 - 45,African-American,0,0,0,3,Middle
2733,5466,0,Female,27,25 - 45,African-American,0,0,0,3,Middle
2734,5467,0,Male,30,25 - 45,Caucasian,0,0,0,3,Middle
2735,5468,0,Male,30,25 - 45,Caucasian,0,0,0,3,Middle
2736,5472,0,Male,37,25 - 45,Caucasian,0,0,0,11,Middle
2737,5474,0,Male,37,25 - 45,Caucasian,0,0,0,11,Middle
2738,5477,1,Male,46,Greater than 45,African-American,0,0,0,5,Middle
2739,5480,1,Male,46,Greater than 45,African-American,0,0,0,5,Middle
2740,5482,0,Male,40,25 - 45,Other,0,0,0,4,Middle
2741,5483,0,Male,40,25 - 45,Other,0,0,0,4,Middle
2742,5485,0,Male,20,Less than 25,African-American,1,0,0,1,High
2743,5486,0,Male,43,25 - 45,African-American,0,0,0,18,Middle
2744,5488,0,Male,43,25 - 45,African-American,0,0,0,18,Middle
2745,5490,1,Male,43,25 - 45,African-American,0,0,0,18,Middle
2746,5492,1,Male,38,25 - 45,African-American,0,0,0,15,Unknown
2747,5493,0,Male,29,25 - 45,African-American,0,0,0,0,Unknown
2748,5494,0,Male,37,25 - 45,African-American,0,0,0,8,High
2749,5498,0,Male,38,25 - 45,Hispanic,0,0,0,3,Unknown
2750,5500,0,Female,20,Less than 25,Other,0,0,0,0,Middle
2751,5503,0,Male,42,25 - 45,Caucasian,0,0,0,0,Unknown
2752,5506,0,Male,29,25 - 45,African-American,0,0,0,3,High
2753,5508,0,Male,29,25 - 45,African-American,0,0,0,3,High
2754,5509,1,Male,48,Greater than 45,Caucasian,0,0,0,13,Middle
2755,5511,0,Female,25,25 - 45,Caucasian,0,0,0,2,Middle
2756,5512,0,Female,25,25 - 45,Caucasian,0,0,0,2,Middle
2757,5514,0,Female,25,25 - 45,Caucasian,0,0,0,2,Middle
2758,5516,0,Male,40,25 - 45,African-American,0,0,0,3,Unknown
2759,5518,0,Female,49,Greater than 45,Caucasian,0,0,0,3,Middle
2760,5519,0,Male,33,25 - 45,Caucasian,0,0,0,1,Unknown
2761,5520,0,Female,64,Greater than 45,Caucasian,0,0,0,0,Unknown
2762,5524,0,Male,31,25 - 45,Hispanic,0,1,0,1,Unknown
2763,5526,0,Male,31,25 - 45,Hispanic,0,1,0,1,Unknown
2764,5529,0,Female,42,25 - 45,Caucasian,0,0,0,11,Unknown
2765,5532,0,Male,62,Greater than 45,Caucasian,0,0,0,0,Unknown
2766,5534,0,Female,27,25 - 45,Caucasian,0,0,0,4,Middle
2767,5535,0,Female,27,25 - 45,Caucasian,0,0,0,4,Middle
2768,5537,1,Female,32,25 - 45,Caucasian,0,0,0,18,Unknown
2769,5538,1,Female,32,25 - 45,Caucasian,0,0,0,18,Unknown
2770,5540,1,Male,48,Greater than 45,Caucasian,0,0,0,9,Unknown
2771,5542,0,Female,40,25 - 45,Caucasian,0,0,0,0,Unknown
2772,5544,0,Female,38,25 - 45,Hispanic,0,0,0,1,Unknown
2773,5545,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
2774,5546,0,Male,30,25 - 45,African-American,0,0,0,4,Middle
2775,5550,0,Male,46,Greater than 45,Hispanic,0,0,0,0,Unknown
2776,5552,0,Male,33,25 - 45,African-American,0,0,0,4,Unknown
2777,5555,0,Female,21,Less than 25,African-American,1,0,0,1,Middle
2778,5558,0,Male,43,25 - 45,Caucasian,0,0,0,0,Middle
2779,5560,0,Male,43,25 - 45,Caucasian,0,0,0,0,Middle
2780,5561,0,Male,22,Less than 25,Caucasian,0,0,0,0,Unknown
2781,5563,0,Male,26,25 - 45,African-American,0,0,0,3,Middle
2782,5564,0,Male,51,Greater than 45,African-American,0,0,0,1,Unknown
2783,5566,0,Male,39,25 - 45,Caucasian,0,0,0,3,Middle
2784,5568,0,Female,30,25 - 45,Hispanic,0,0,0,0,Middle
2785,5570,0,Female,30,25 - 45,Hispanic,0,0,0,0,Middle
2786,5571,0,Female,33,25 - 45,African-American,0,0,0,0,Unknown
2787,5572,1,Male,32,25 - 45,African-American,0,0,0,14,Middle
2788,5576,0,Male,38,25 - 45,African-American,0,5,0,37,High
2789,5578,0,Male,42,25 - 45,African-American,0,0,0,0,Middle
2790,5581,0,Female,34,25 - 45,Caucasian,0,0,0,2,Unknown
2791,5584,1,Male,35,25 - 45,Caucasian,0,0,0,7,Middle
2792,5586,0,Male,31,25 - 45,African-American,0,0,0,1,Unknown
2793,5587,0,Female,28,25 - 45,African-American,0,0,0,3,High
2794,5589,0,Male,41,25 - 45,African-American,0,0,0,0,Unknown
2795,5590,0,Male,28,25 - 45,African-American,0,0,0,1,Middle
2796,5592,0,Male,60,Greater than 45,Caucasian,0,0,0,3,Unknown
2797,5594,0,Male,40,25 - 45,African-American,0,0,0,1,Unknown
2798,5596,1,Male,31,25 - 45,African-American,0,2,0,15,High
2799,5597,0,Male,31,25 - 45,African-American,0,2,0,15,High
2800,5598,1,Male,54,Greater than 45,African-American,0,0,0,6,High
2801,5602,0,Male,26,25 - 45,African-American,0,0,0,1,Unknown
2802,5604,0,Male,24,Less than 25,African-American,0,0,0,17,Middle
2803,5607,0,Male,21,Less than 25,Hispanic,0,0,0,1,Unknown
2804,5610,0,Female,24,Less than 25,Caucasian,0,0,0,0,Unknown
2805,5612,0,Male,21,Less than 25,African-American,0,0,1,1,High
2806,5613,0,Male,21,Less than 25,African-American,0,0,1,1,High
2807,5615,0,Female,29,25 - 45,Hispanic,0,0,0,1,Middle
2808,5616,0,Female,29,25 - 45,Hispanic,0,0,0,1,Middle
2809,5618,0,Male,32,25 - 45,Caucasian,0,0,0,0,Unknown
2810,5620,0,Male,33,25 - 45,Caucasian,0,0,0,1,Unknown
2811,5622,1,Male,52,Greater than 45,Hispanic,0,0,0,9,High
2812,5623,1,Male,52,Greater than 45,Hispanic,0,0,0,9,High
2813,5624,0,Female,40,25 - 45,Other,0,0,0,0,Unknown
2814,5628,0,Male,21,Less than 25,Other,0,0,0,1,Unknown
2815,5630,0,Male,29,25 - 45,African-American,0,0,0,1,Middle
2816,5633,0,Male,26,25 - 45,African-American,0,0,0,0,Unknown
2817,5636,0,Male,21,Less than 25,Caucasian,0,1,2,1,Unknown
2818,5638,1,Male,50,Greater than 45,African-American,1,0,0,7,Unknown
2819,5639,1,Male,35,25 - 45,Caucasian,0,0,0,6,Middle
2820,5641,0,Male,35,25 - 45,Caucasian,0,0,0,6,Middle
2821,5642,0,Male,52,Greater than 45,African-American,0,0,0,1,Middle
2822,5644,0,Female,50,Greater than 45,Caucasian,0,0,0,0,Unknown
2823,5646,0,Male,48,Greater than 45,Caucasian,0,0,0,0,Unknown
2824,5648,0,Male,48,Greater than 45,Caucasian,0,0,0,0,Unknown
2825,5649,1,Male,31,25 - 45,African-American,0,0,0,10,Middle
2826,5650,1,Male,31,25 - 45,African-American,0,0,0,10,Middle
2827,5654,0,Male,32,25 - 45,Other,0,0,0,0,Middle
2828,5656,0,Male,62,Greater than 45,African-American,0,0,0,1,Unknown
2829,5659,1,Male,21,Less than 25,African-American,1,2,2,3,High
2830,5662,1,Male,35,25 - 45,African-American,3,0,0,13,Unknown
2831,5664,0,Male,46,Greater than 45,African-American,0,0,0,3,Middle
2832,5665,0,Male,46,Greater than 45,African-American,0,0,0,3,Middle
2833,5667,0,Female,35,25 - 45,African-American,0,2,0,2,Unknown
2834,5668,0,Female,35,25 - 45,African-American,0,2,0,2,Unknown
2835,5670,1,Male,34,25 - 45,African-American,0,0,0,5,Middle
2836,5672,0,Male,52,Greater than 45,African-American,0,0,0,2,Unknown
2837,5674,0,Female,39,25 - 45,African-American,0,1,0,7,Unknown
2838,5675,0,Male,21,Less than 25,Caucasian,0,0,0,0,High
2839,5676,0,Male,53,Greater than 45,Caucasian,0,0,0,1,Unknown
2840,5680,0,Male,45,Greater than 45,African-American,0,0,0,1,Unknown
2841,5682,0,Male,25,25 - 45,Caucasian,0,0,0,0,Unknown
2842,5685,0,Male,25,25 - 45,Caucasian,0,0,0,0,Unknown
2843,5688,0,Male,31,25 - 45,African-American,0,0,0,2,Middle
2844,5690,0,Male,49,Greater than 45,Caucasian,0,0,0,2,Unknown
2845,5691,0,Male,49,Greater than 45,Caucasian,0,0,0,2,Unknown
2846,5693,0,Male,28,25 - 45,Caucasian,0,0,0,3,Unknown
2847,5694,0,Male,36,25 - 45,African-American,0,0,0,3,Middle
2848,5696,1,Male,27,25 - 45,African-American,0,0,0,7,Middle
2849,5698,0,Male,42,25 - 45,African-American,0,0,0,1,Unknown
2850,5700,0,Male,26,25 - 45,African-American,0,0,0,3,Unknown
2851,5701,0,Male,35,25 - 45,Caucasian,0,0,0,0,Middle
2852,5702,0,Male,35,25 - 45,Caucasian,0,0,0,0,Middle
2853,5706,1,Male,24,Less than 25,Hispanic,1,0,0,6,Middle
2854,5708,0,Male,25,25 - 45,African-American,0,1,0,21,High
2855,5711,1,Male,25,25 - 45,African-American,0,1,0,21,High
2856,5714,0,Male,47,Greater than 45,Hispanic,0,0,0,1,Unknown
2857,5716,0,Male,21,Less than 25,African-American,0,0,0,0,Middle
2858,5717,0,Male,39,25 - 45,African-American,0,0,0,0,Unknown
2859,5719,0,Male,52,Greater than 45,African-American,0,0,0,1,Unknown
2860,5720,0,Male,52,Greater than 45,African-American,0,0,0,1,Unknown
2861,5722,1,Male,27,25 - 45,African-American,0,0,0,25,High
2862,5724,0,Male,47,Greater than 45,Caucasian,0,0,0,0,Unknown
2863,5726,0,Female,21,Less than 25,Caucasian,0,0,0,0,Unknown
2864,5727,0,Male,26,25 - 45,Caucasian,0,0,0,0,Middle
2865,5728,0,Male,26,25 - 45,Caucasian,0,0,0,0,Middle
2866,5732,0,Male,23,Less than 25,African-American,0,0,0,1,Middle
2867,5734,0,Male,49,Greater than 45,Caucasian,0,0,0,0,High
2868,5737,1,Male,29,25 - 45,African-American,0,0,0,11,Middle
2869,5740,0,Male,44,25 - 45,Caucasian,0,0,0,0,Middle
2870,5742,0,Male,27,25 - 45,African-American,0,0,0,2,Middle
2871,5743,0,Male,27,25 - 45,African-American,0,0,0,2,Middle
2872,5745,0,Male,52,Greater than 45,Hispanic,0,0,0,2,Unknown
2873,5746,0,Female,35,25 - 45,African-American,0,0,0,12,Middle
2874,5748,1,Female,35,25 - 45,African-American,0,0,0,12,Middle
2875,5750,1,Female,35,25 - 45,African-American,0,0,0,12,Middle
2876,5752,0,Female,35,25 - 45,African-American,0,0,0,12,Middle
2877,5753,0,Male,36,25 - 45,African-American,0,0,0,19,High
2878,5754,1,Male,36,25 - 45,African-American,0,0,0,19,High
2879,5758,0,Male,46,Greater than 45,Caucasian,0,0,0,2,Unknown
2880,5760,1,Male,45,Greater than 45,African-American,0,0,0,15,Middle
2881,5763,1,Male,28,25 - 45,African-American,0,0,0,9,High
2882,5766,0,Female,25,25 - 45,African-American,0,0,0,1,Unknown
2883,5768,0,Male,48,Greater than 45,African-American,0,0,0,1,Unknown
2884,5769,0,Male,37,25 - 45,Caucasian,0,0,0,1,Unknown
2885,5771,0,Male,24,Less than 25,African-American,0,0,0,3,Middle
2886,5772,0,Male,24,Less than 25,African-American,0,0,0,3,Middle
2887,5774,0,Male,24,Less than 25,African-American,0,0,0,3,Middle
2888,5776,0,Male,24,Less than 25,African-American,0,0,0,3,Middle
2889,5778,0,Male,37,25 - 45,Caucasian,0,0,0,1,Middle
2890,5779,0,Male,39,25 - 45,Caucasian,0,0,0,1,Unknown
2891,5780,0,Male,39,25 - 45,Caucasian,0,0,0,1,Unknown
2892,5784,0,Male,49,Greater than 45,Other,0,0,0,2,Unknown
2893,5786,1,Male,31,25 - 45,African-American,0,0,0,7,Unknown
2894,5789,0,Male,23,Less than 25,African-American,0,0,0,1,Middle
2895,5792,0,Female,69,Greater than 45,Caucasian,0,0,0,0,Unknown
2896,5794,0,Male,36,25 - 45,Caucasian,0,0,0,4,Middle
2897,5795,0,Male,36,25 - 45,Caucasian,0,0,0,4,Middle
2898,5797,1,Male,28,25 - 45,African-American,0,0,0,6,Middle
2899,5798,1,Male,28,25 - 45,African-American,0,0,0,6,Middle
2900,5800,0,Male,43,25 - 45,Caucasian,0,0,0,0,Unknown
2901,5802,0,Male,43,25 - 45,Caucasian,0,0,0,0,Unknown
2902,5804,0,Female,21,Less than 25,African-American,1,0,0,4,High
2903,5805,0,Female,21,Less than 25,African-American,1,0,0,4,High
2904,5806,0,Male,53,Greater than 45,African-American,0,0,0,1,Unknown
2905,5810,0,Female,29,25 - 45,Caucasian,0,0,0,0,Unknown
2906,5812,0,Male,39,25 - 45,Caucasian,0,0,0,0,Unknown
2907,5815,1,Male,47,Greater than 45,African-American,0,0,0,22,High
2908,5818,0,Female,27,25 - 45,African-American,0,0,0,3,Unknown
2909,5820,1,Male,49,Greater than 45,Caucasian,0,0,0,7,Unknown
2910,5821,0,Male,36,25 - 45,Caucasian,0,0,0,2,Unknown
2911,5823,0,Female,24,Less than 25,African-American,0,0,0,1,Unknown
2912,5824,0,Female,24,Less than 25,African-American,0,0,0,1,Unknown
2913,5826,0,Female,33,25 - 45,African-American,0,0,0,3,Unknown
2914,5828,0,Male,23,Less than 25,African-American,0,0,0,3,Unknown
2915,5830,0,Male,26,25 - 45,African-American,0,0,0,2,Unknown
2916,5831,1,Male,22,Less than 25,African-American,0,0,0,8,Unknown
2917,5832,0,Male,34,25 - 45,African-American,0,0,0,1,Unknown
2918,5836,1,Male,31,25 - 45,African-American,0,0,0,7,High
2919,5838,1,Female,30,25 - 45,African-American,0,3,2,14,Middle
2920,5841,0,Male,24,Less than 25,African-American,0,0,0,6,High
2921,5844,0,Male,34,25 - 45,Hispanic,0,0,0,1,Middle
2922,5846,0,Male,26,25 - 45,African-American,0,0,0,2,Unknown
2923,5847,1,Male,61,Greater than 45,African-American,0,0,0,19,Unknown
2924,5849,0,Male,26,25 - 45,African-American,0,0,0,7,Unknown
2925,5850,1,Male,26,25 - 45,African-American,0,0,0,7,Unknown
2926,5852,0,Male,60,Greater than 45,Hispanic,0,0,0,0,Unknown
2927,5854,0,Male,58,Greater than 45,African-American,0,0,0,1,Unknown
2928,5856,0,Male,36,25 - 45,Caucasian,1,0,0,10,High
2929,5857,1,Male,36,25 - 45,Caucasian,1,0,0,10,High
2930,5858,1,Male,36,25 - 45,Caucasian,1,0,0,10,High
2931,5862,0,Male,47,Greater than 45,Other,0,0,0,3,Unknown
2932,5864,0,Male,40,25 - 45,Caucasian,0,0,0,4,Unknown
2933,5867,0,Male,28,25 - 45,Other,0,0,0,1,Middle
2934,5870,0,Female,19,Less than 25,African-American,0,0,0,0,Unknown
2935,5872,1,Male,46,Greater than 45,African-American,0,0,0,8,Middle
2936,5873,1,Male,46,Greater than 45,African-American,0,0,0,8,Middle
2937,5875,0,Male,19,Less than 25,African-American,0,1,0,1,Middle
2938,5876,0,Male,19,Less than 25,African-American,0,1,0,1,Middle
2939,5878,1,Male,22,Less than 25,African-American,0,0,0,7,Unknown
2940,5880,0,Male,20,Less than 25,African-American,0,0,0,0,Unknown
2941,5882,0,Male,56,Greater than 45,Caucasian,0,0,0,5,Unknown
2942,5883,0,Male,65,Greater than 45,Caucasian,0,0,0,1,Unknown
2943,5884,0,Female,49,Greater than 45,Asian,0,0,0,0,Unknown
2944,5888,0,Female,33,25 - 45,Caucasian,0,0,0,2,Unknown
2945,5890,0,Female,33,25 - 45,Caucasian,0,0,0,2,Unknown
2946,5893,0,Male,56,Greater than 45,Caucasian,0,0,0,1,Unknown
2947,5896,0,Male,32,25 - 45,Caucasian,0,0,0,2,Unknown
2948,5898,0,Male,25,25 - 45,Caucasian,0,0,0,0,High
2949,5899,0,Female,26,25 - 45,African-American,0,0,0,4,Unknown
2950,5901,0,Male,21,Less than 25,African-American,0,0,0,1,Unknown
2951,5902,0,Male,21,Less than 25,African-American,0,0,0,1,Unknown
2952,5904,0,Male,23,Less than 25,Caucasian,0,0,0,0,Middle
2953,5906,0,Male,67,Greater than 45,African-American,0,0,0,4,Unknown
2954,5908,0,Female,39,25 - 45,Caucasian,0,0,0,4,Middle
2955,5909,0,Female,39,25 - 45,Caucasian,0,0,0,4,Middle
2956,5910,0,Male,24,Less than 25,African-American,0,0,0,1,Middle
2957,5914,0,Female,28,25 - 45,Caucasian,0,0,0,1,Unknown
2958,5916,1,Male,34,25 - 45,African-American,0,0,0,8,Unknown
2959,5919,0,Male,34,25 - 45,African-American,0,0,0,8,Unknown
2960,5922,1,Male,31,25 - 45,African-American,0,0,0,7,High
2961,5924,0,Male,20,Less than 25,African-American,0,0,0,1,High
2962,5925,0,Male,20,Less than 25,African-American,0,0,0,1,High
2963,5927,0,Male,20,Less than 25,African-American,0,0,0,1,High
2964,5928,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
2965,5930,0,Female,36,25 - 45,Caucasian,0,0,0,3,Unknown
2966,5932,1,Male,37,25 - 45,African-American,1,0,0,11,Unknown
2967,5934,0,Male,33,25 - 45,Hispanic,0,0,0,0,Unknown
2968,5935,0,Male,20,Less than 25,Hispanic,1,0,0,1,Middle
2969,5936,0,Male,20,Less than 25,Hispanic,1,0,0,1,Middle
2970,5940,0,Male,54,Greater than 45,Other,0,0,0,2,Unknown
2971,5942,1,Male,59,Greater than 45,Caucasian,0,0,0,35,Unknown
2972,5945,1,Male,45,Greater than 45,African-American,0,0,0,17,Middle
2973,5948,0,Male,27,25 - 45,African-American,0,0,1,8,Middle
2974,5950,0,Male,22,Less than 25,Caucasian,0,0,0,1,Unknown
2975,5951,0,Male,22,Less than 25,Caucasian,0,0,0,1,Unknown
2976,5953,1,Male,34,25 - 45,African-American,2,0,0,16,Unknown
2977,5954,0,Male,36,25 - 45,Caucasian,0,0,0,9,Unknown
2978,5956,0,Male,20,Less than 25,African-American,0,0,0,0,Unknown
2979,5958,0,Male,30,25 - 45,Caucasian,0,0,0,1,Middle
2980,5960,0,Male,42,25 - 45,African-American,0,0,0,1,Unknown
2981,5961,0,Male,42,25 - 45,African-American,0,0,0,1,Unknown
2982,5962,0,Male,24,Less than 25,African-American,0,0,1,2,Middle
2983,5966,0,Male,38,25 - 45,African-American,0,0,0,4,Unknown
